source,target,weight
17791,pam,1
17793,pam,1
17795,PAM2020,3
17795,PressupostosParticipatius,1
17808,pam,1
17812,pam,1
17824,pam,1
17842,PressupostosParticipatius,1
17843,futurmontjuic,4
17843,plaequipamentspoblesec,9
17849,pam,1
17867,pam,1
17891,PressupostosParticipatius,1
17892,PAM2020,3
17892,PressupostosParticipatius,2
17915,pam,1
17922,PAM2020,1
17942,PAM2020,2
17942,pam,1
17943,PressupostosParticipatius,1
17949,pam,1
17955,pam,1
17964,pam,1
17971,pam,1
17977,PAM2020,1
17992,pam,1
18008,PAM2020,1
18010,PressupostosParticipatius,2
18010,avingudamadrid,1
18011,PAM2020,1
18036,pam,1
18037,pam,1
18077,pam,4
18086,pam,1
18087,PressupostosParticipatius,1
18087,pam,1
18102,pam,1
18108,pam,1
18110,pam,37
18112,pam,1
18117,pam,1
18119,PAM2020,3
18119,PressupostosParticipatius,2
18119,plamobilitatBCN,1
18128,pam,1
18129,pam,2
18130,PressupostosParticipatius,13
18130,pam,2
18130,prova-pilot-pressupostos-participatius,2
18131,PressupostosParticipatius,1
18135,pam,2
18146,pam,6
18147,pam,1
18149,pam,1
18151,pam,4
18154,plamobilitatBCN,1
18160,pam,1
18164,pam,1
18207,pam,1
18214,pam,1
18234,pam,1
18249,mobilitatcv,1
18262,pam,5
18272,PressupostosParticipatius,1
18299,pam,2
18302,pam,1
18319,pam,1
18328,pam,1
18335,pam,1
18338,pam,1
18340,PressupostosParticipatius,1
18352,pam,1
18369,pam,1
18373,pam,4
18378,pam,2
18379,pam,1
18381,PressupostosParticipatius,1
18381,pam,1
18383,pam,1
18384,pam,1
18386,futurmontjuic,2
18386,pam,3
18391,PAM2020,3
18391,PressupostosParticipatius,2
18391,pam,1
18393,pam,1
18400,pam,5
18446,PAM2020,10
18446,PressupostosParticipatius,4
18448,pam,1
18466,PAM2020,1
18466,PressupostosParticipatius,1
18466,plaequipamentssantscentre,1
18480,pam,1
18487,pam,1
18490,pam,1
18494,PressupostosParticipatius,1
18497,pam,1
18527,pam,1
18539,pam,2
18551,premi8m-2023,1
18558,PAM2020,1
18589,pam,1
18609,futurmontjuic,1
18625,plausosciutatvella,2
18662,patrimonigracia,2
18681,pam,2
18716,pam,1
18719,pam,1
18738,pam,2
18784,pam,1
18796,pam,2
18802,PAM2020,1
18807,pam,1
18817,pam,1
18827,pam,1
18828,pam,1
18832,PressupostosParticipatius,1
18834,pam,1
18837,pam,1
18853,PressupostosParticipatius,1
18853,pam,1
18856,urbanitzacioFiC,1
18857,xarxabus,3
18863,pam,6
18863,patrimonigracia,2
18877,pam,5
18893,pam,1
18902,pam,1
18908,pam,1
18913,pam,1
18918,pam,1
18951,pam,3
18956,pam,1
18956,plaequipamentspoblesec,1
18964,pam,1
18986,pam,1
19003,pam,3
19006,pam,1
19014,pam,1
19016,pam,1
19036,pam,1
19057,PAM2020,1
19058,ordenancaconvivencia,1
19058,pam,1
19072,pam,1
19078,PressupostosParticipatius,1
19079,pam,3
19083,pam,1
19095,PAM2020,1
19110,pam,3
19124,PressupostosParticipatius,1
19124,pam,1
19125,PressupostosParticipatius,1
19131,pam,1
19147,pam,1
19149,pam,1
19153,pam,1
19160,pam,3
19172,pam,2
19187,pam,1
19188,PAM2020,3
19188,PressupostosParticipatius,1
19188,pam,1
19191,pam,1
19192,pam,2
19200,pam,1
19201,pam,1
19209,pam,1
19226,pam,2
19232,pam,1
19246,PressupostosParticipatius,1
19259,PAM2020,1
19259,pam,2
19271,pam,2
19272,pam,1
19275,pam,1
19284,PressupostosParticipatius,1
19288,PressupostosParticipatius,2
19292,pam,1
19313,PressupostosParticipatius,1
19315,pam,1
19317,PressupostosParticipatius,1
19319,pam,1
19325,pam,1
19342,pam,1
19346,pam,1
19366,pam,1
19370,pam,3
19402,pam,1
19406,pam,1
19407,pam,1
19421,PressupostosParticipatius,2
19421,canviempelclima,2
19425,pam,2
19434,pam,1
19463,PAM2020,1
19468,pam,2
19469,pam,3
19476,pam,1
19484,pam,5
19486,pam,1
19494,PAM2020,1
19508,patrimonigracia,1
19511,pam,1
19518,pam,1
19537,pam,1
19546,pam,1
19547,pam,1
19549,pam,1
19549,prova-pilot-pressupostos-participatius,1
19553,pam,1
19564,pam,17
19577,PressupostosParticipatius,1
19580,pam,1
19611,pam,1
19623,pam,2
19624,pam,1
19629,pam,1
19640,pam,1
19657,pam,1
19663,pam,1
19684,PAM2020,3
19684,PressupostosParticipatius,1
19685,PressupostosParticipatius,1
19690,PressupostosParticipatius,1
19699,pam,1
19708,pam,1
19709,pam,1
19710,PressupostosParticipatius,1
19718,pam,1
19720,pam,1
19730,pam,7
19739,pam,1
19757,pam,2
19768,pam,1
19775,pam,1
19791,pam,5
19806,PAM2020,1
19808,pam,2
19809,pam,1
19812,PAM2020,1
19812,PressupostosParticipatius,1
19812,pam,3
19825,pam,1
19828,pam,1
19857,pam,4
19858,pam,1
19885,pam,1
19896,metadecidim,1
19901,pam,1
19916,pam,1
19931,pam,1
19935,pam,1
19938,PressupostosParticipatius,1
19938,pam,1
19940,pam,1
19983,pam,1
19998,pam,1
20004,pam,4
20005,pam,1
20006,pam,1
20007,pam,1
20008,pam,1
20029,PAM2020,1
20029,pam,1
20038,pam,1
20044,pam,1
20079,pam,1
20100,pam,4
20112,pam,2
20115,pam,1
20118,pam,1
20137,pam,1
20138,pam,1
20139,pam,1
20156,pam,1
20162,PressupostosParticipatius,1
20166,pam,3
20174,pam,1
20193,PAM2020,1
20223,cuidemgracia,1
20223,pam,1
20223,patrimonigracia,1
20226,baixesemissions,1
20234,pam,1
20236,pam,1
20238,pam,1
20251,pam,1
20256,pam,1
20304,pam,1
20310,pam,1
20312,pam,2
20316,pam,1
20329,pam,1
20331,pam,1
20345,pam,1
20353,pam,1
20353,xarxabus,2
20356,pam,3
20356,patrimonigracia,21
20370,PAM2020,2
20370,PressupostosParticipatius,1
20381,pam,1
20384,pam,1
20399,pam,14
20401,pam,1
20407,pam,10
20426,pam,1
20441,pam,1
20442,pam,1
20457,pam,1
20458,PAM2020,1
20469,pam,1
20482,pam,1
20490,pam,4
20529,PressupostosParticipatius,1
20538,pam,1
20552,pam,2
20555,pam,1
20557,pam,1
20558,pam,2
20564,pam,1
20570,pam,1
20571,pam,2
20579,pam,1
20588,pam,2
20593,pam,2
20614,pam,1
20647,pam,3
20655,PressupostosParticipatius,1
20665,PAM2020,1
20678,pam,1
20732,pam,1
20747,pam,1
20760,pam,1
20791,PressupostosParticipatius,1
20791,pam,1
20799,PAM2020,1
20803,pam,2
20808,pam,1
20811,pam,1
20812,pam,1
20819,PAM2020,1
20819,pam,1
20834,pam,1
20846,pam,1
20893,xarxabus,1
20913,pam,2
20919,PAM2020,1
20923,PressupostosParticipatius,2
20930,pam,2
20947,pam,1
20949,pam,1
20951,pam,1
20953,pam,1
20959,pam,1
20962,pam,1
20965,PAM2020,2
20965,PressupostosParticipatius,1
20986,pam,1
20991,pam,2
20992,pam,1
20995,pam,1
20999,pam,1
21020,pam,2
21043,xarxabus,9
21044,pam,2
21054,pam,7
21058,pam,11
21064,pam,2
21068,pam,1
21074,pam,1
21085,pam,1
21090,pam,2
21091,pam,1
21093,pam,1
21116,pam,1
21133,pam,1
21137,pam,1
21144,pam,1
21146,pam,2
21153,pam,1
21154,PAM2020,1
21154,PressupostosParticipatius,1
21161,pam,1
21170,pam,1
21173,pam,1
21179,pam,1
21187,pam,1
21188,pam,1
21194,pam,2
21199,pam,1
21205,pam,3
21229,pam,1
21269,pam,1
21303,pam,1
21319,pam,1
21322,pam,1
21323,pam,2
21335,pam,2
21341,pam,1
21342,pam,1
21344,pam,2
21346,pam,2
21353,pam,1
21367,pam,1
21379,pam,1
21381,pam,1
21385,pam,1
21390,pam,1
21391,pam,2
21403,PAM2020,1
21404,pam,1
21415,pam,1
21419,PressupostosParticipatius,1
21423,pam,4
21429,pam,1
21434,PressupostosParticipatius,1
21434,pam,1
21445,pam,1
21458,pam,1
21461,pam,1
21466,PressupostosParticipatius,1
21473,pam,1
21483,PressupostosParticipatius,9
21491,pam,1
21493,pam,2
21504,futurmontjuic,4
21529,metadecidim,1
21539,PressupostosParticipatius,5
21539,pam,6
21539,zonabaixesemissions,3
21547,pam,1
21558,pam,1
21569,pam,1
21570,pam,23
21577,pam,1
21594,pam,2
21597,pam,1
21628,pam,4
21629,pam,3
21645,pam,1
21654,plaequipamentspoblesec,2
21655,pam,2
21667,pam,2
21673,pam,1
21694,pam,1
21696,pam,1
21723,pam,1
21738,pam,2
21740,PAM2020,1
21766,PressupostosParticipatius,7
21768,pam,1
21779,PressupostosParticipatius,1
21800,pam,2
21818,pam,1
21819,pam,1
21821,pam,1
21822,pam,2
21830,pam,1
21837,pam,1
21839,PressupostosParticipatius,9
21846,pam,1
21847,PAM2020,1
21847,pam,1
21862,pam,1
21872,pam,1
21896,pam,1
21903,pam,1
21906,pam,1
21925,PEUAT2021,1
21925,pam,7
21935,pam,1
21974,pam,1
21977,pam,1
21982,pam,1
21985,pam,1
21993,pam,1
22003,pam,1
22010,pam,1
22022,PressupostosParticipatius,2
22022,pam,1
22022,patrimonigracia,2
22037,pam,4
22041,pam,1
22051,pam,1
22118,PAM2020,1
22118,meridiana,1
22118,placlima,1
22131,pam,1
22134,pam,1
22147,pam,1
22167,pam,1
22168,pam,1
22178,pam,1
22182,pam,1
22188,pam,1
22189,pam,2
22192,pam,1
22202,pam,1
22215,pam,1
22220,pam,1
22227,pam,1
22242,pam,4
22244,pam,1
22267,pam,7
22273,pam,1
22285,pam,2
22289,pam,2
22293,pam,1
22298,pam,1
22303,pam,1
22307,pam,1
22313,pam,2
22322,pam,3
22331,pam,1
22345,pam,1
22354,Poblesec,1
22361,pam,1
22363,pam,1
22367,pam,1
22368,pam,1
22386,PAM2020,1
22387,pam,2
22394,pam,2
22395,pam,1
22398,pam,6
22400,pam,1
22402,pam,1
22404,pam,1
22405,pam,1
22450,pam,1
22451,pam,1
22467,pam,1
22468,pam,2
22471,pam,1
22479,pam,3
22487,pam,4
22492,pam,1
22526,pam,1
22533,placlima,4
22542,pam,2
22546,pam,2
22563,pam,1
22566,FlemingGardunya,1
22579,pam,3
22590,pam,1
22596,pam,1
22601,pam,2
22603,pam,1
22617,pam,1
22618,pam,1
22633,PressupostosParticipatius,1
22638,pam,2
22651,pam,4
22664,pam,1
22670,pam,1
22695,pam,1
22697,pam,5
22699,pam,2
22701,pam,4
22702,pam,2
22706,pam,1
22723,pam,1
22731,pam,1
22732,pam,1
22738,pam,1
22743,pam,1
22745,pam,2
22747,pam,1
22748,PressupostosParticipatius,2
22759,pam,1
22763,PressupostosParticipatius,6
22768,pam,2
22779,pam,1
22780,pam,1
22786,pam,1
22787,PressupostosParticipatius,5
22787,pam,1
22788,PressupostosParticipatius,1
22808,plaequipamentssantscentre,1
22819,pam,1
22860,pam,1
22862,PlaNaturaBCN,1
22863,pam,2
22877,pam,1
22890,pam,1
22890,xarxabus,9
22899,pam,1
22900,pam,1
22907,pam,1
22916,pam,3
22921,pam,1
22928,pam,1
22933,pam,1
22936,pam,1
22939,pam,1
22940,pam,2
22942,pam,2
22950,pam,1
22951,pam,1
22953,pam,1
22964,pam,1
22966,pam,1
22967,pam,1
22971,pam,1
23000,pam,1
23002,pam,1
23013,pam,3
23023,pam,1
23031,pam,1
23039,PressupostosParticipatius,1
23054,PressupostosParticipatius,5
23061,pam,1
23064,pam,1
23074,pam,1
23077,pam,1
23084,pam,1
23115,pam,1
23131,pam,1
23140,pam,1
23141,pam,1
23147,PressupostosParticipatius,1
23147,pam,2
23150,pam,5
23161,pam,2
23193,pam,1
23198,pam,5
23210,pam,2
23212,PressupostosParticipatius,1
23251,PressupostosParticipatius,1
23260,pam,3
23275,pam,2
23290,pam,1
23309,pam,3
23313,pam,1
23323,pam,2
23324,pam,2
23337,pam,1
23353,pam,1
23361,pam,1
23379,pam,1
23388,pam,2
23396,pam,1
23403,plausosciutatvella,4
23408,PAM2020,1
23408,pam,1
23412,pam,8
23454,pam,1
23458,pam,1
23480,pam,1
23492,PressupostosParticipatius,11
23492,xarxabus,7
23505,pam,1
23508,pam,1
23520,pam,4
23545,pam,1
23570,pam,1
23589,canxiringoi,1
23589,meridiana,1
23589,ordenancaconvivencia,5
23589,xarxabus,17
23641,pam,1
23653,pam,1
23664,futurmontjuic,1
23672,pam,1
23677,pam,1
23678,pam,1
23679,metadecidim,5
23679,pam,1
23679,placlima,1
23679,prova-pilot-pressupostos-participatius,22
23725,PressupostosParticipatius,1
23785,pam,1
23786,pam,1
23797,PressupostosParticipatius,5
23797,ordenancaconvivencia,6
23853,pam,52
23858,PlaBCNCiencia2023,2
23886,eixverdmaresme,1
23916,Poblesec,1
24021,eixverdmaresme,1
24031,xarxabus,14
24047,mobilitatcv,1
24061,PressupostosParticipatius,4
24061,pam,1
24061,prova-pilot-pressupostos-participatius,15
24064,pam,1
24075,PressupostosParticipatius,1
24118,ordenancaconvivencia,6
24144,plausosciutatvella,3
24179,PAM2020,2
24179,PressupostosParticipatius,2
24192,pam,1
24194,xarxabus,9
24222,pam,2
24244,PAM2020,1
24255,prova-pilot-pressupostos-participatius,1
24289,PAM2020,4
24332,PressupostosParticipatius,1
24334,PressupostosParticipatius,1
24359,pam,1
24376,pam,1
24404,PAM2020,1
24404,PressupostosParticipatius,1
24408,plamobilitatBCN,1
24410,metadecidim,2
24468,prova-pilot-pressupostos-participatius,201
24480,PressupostosParticipatius,1
24493,prova-pilot-pressupostos-participatius,6
24512,pam,1
24527,prova-pilot-pressupostos-participatius,1
24531,prova-pilot-pressupostos-participatius,3
24614,meridiana,2
24618,prova-pilot-pressupostos-participatius,1
24620,PAM2020,8
24620,PressupostosParticipatius,4
24620,pam,1
24620,prova-pilot-pressupostos-participatius,2
24620,usostallermasriera,7
24670,PAM2020,18
24670,PressupostosParticipatius,7
24672,PressupostosParticipatius,1
24680,prova-pilot-pressupostos-participatius,6
24682,prova-pilot-pressupostos-participatius,1
24688,prova-pilot-pressupostos-participatius,2
24690,prova-pilot-pressupostos-participatius,1
24692,prova-pilot-pressupostos-participatius,2
24696,metadecidim,1
24696,pam,1
24696,prova-pilot-pressupostos-participatius,6
24750,prova-pilot-pressupostos-participatius,1
24760,prova-pilot-pressupostos-participatius,6
24780,SuperillaBarcelona,2
24785,metadecidim,2
24787,metadecidim,4
24794,prova-pilot-pressupostos-participatius,1
24798,prova-pilot-pressupostos-participatius,3
24801,PressupostosParticipatius,1
24810,PAM2020,2
24810,PressupostosParticipatius,4
24833,PressupostosParticipatius,1
24833,prova-pilot-pressupostos-participatius,1
24866,prova-pilot-pressupostos-participatius,1
24869,PlaBCNCiencia2023,1
24873,prova-pilot-pressupostos-participatius,1
24923,PressupostosParticipatius,1
24924,xarxabus,6
24988,PAM2020,1
25028,prova-pilot-pressupostos-participatius,2
25053,PAM2020,1
25056,PressupostosParticipatius,1
25058,PressupostosParticipatius,1
25070,PAM2020,1
25070,PressupostosParticipatius,4
25093,PressupostosParticipatius,1
25109,PressupostosParticipatius,1
25119,PAM2020,1
25119,prova-pilot-pressupostos-participatius,1
25154,prova-pilot-pressupostos-participatius,1
25158,prova-pilot-pressupostos-participatius,1
25193,prova-pilot-pressupostos-participatius,1
25244,meridiana,2
25256,premi8m-2023,1
25296,prova-pilot-pressupostos-participatius,1
25309,PressupostosParticipatius,3
25390,prova-pilot-pressupostos-participatius,1
25405,PressupostosParticipatius,3
25428,mobilitatcv,1
25463,SuperillaBarcelona,2
25473,PAM2020,1
25473,PressupostosParticipatius,1
25492,PressupostosParticipatius,1
25495,prova-pilot-pressupostos-participatius,1
25498,PressupostosParticipatius,19
25498,meridiana,6
25507,PAM2020,1
25509,PAM2020,2
25509,PressupostosParticipatius,1
25573,PressupostosParticipatius,1
25610,pam,1
25612,PAM2020,1
25635,PAM2020,3
25721,PressupostosParticipatius,2
25752,PAM2020,4
25752,PMU2025-2030,1
25752,PressupostosParticipatius,5
25755,PAM2020,1
25765,xarxabus,1
25802,xarxabus,37
25806,xarxabus,1
25811,xarxabus,3
25828,xarxabus,2
25837,xarxabus,2
25839,futurmontjuic,2
25840,revisio-de-la-normativa-de-participacio-ciutadana,1
25842,xarxabus,20
25846,xarxabus,2
25851,xarxabus,1
25853,xarxabus,22
25884,xarxabus,1
25891,xarxabus,4
25894,xarxabus,2
25919,PAM2020,1
25919,PressupostosParticipatius,1
25919,xarxabus,2
25953,xarxabus,4
25970,patrimonigracia,1
25978,xarxabus,1
25988,xarxabus,1
25991,patrimonigracia,1
26008,PressupostosParticipatius,1
26037,xarxabus,2
26045,PAM2020,1
26057,xarxabus,1
26059,xarxabus,4
26125,meridiana,1
26147,xarxabus,2
26155,ordenancaconvivencia,1
26170,PressupostosParticipatius,2
26197,xarxabus,1
26199,xarxabus,5
26205,PressupostosParticipatius,1
26223,PressupostosParticipatius,1
26230,PAM2020,2
26233,xarxabus,4
26237,xarxabus,1
26255,PressupostosParticipatius,2
26282,xarxabus,1
26310,xarxabus,2
26311,xarxabus,3
26312,xarxabus,5
26314,xarxabus,2
26315,xarxabus,1
26330,PressupostosParticipatius,3
26330,xarxabus,1
26335,PressupostosParticipatius,5
26348,meridiana,1
26349,pladeljoc,1
26359,meridiana,4
26384,xarxabus,1
26413,PressupostosParticipatius,7
26438,meridiana,1
26450,meridiana,1
26484,PlaBCNCiencia2023,26
26484,Premi8M,1
26484,Premi8M-2022,9
26484,PressupostosParticipatius,8
26484,V-premi-jove-comic-santmarti,1
26484,bcnxdh,1
26484,candidaturasindicaturagreuges,1
26484,canviempelclima,22
26484,patrimonigracia,1
26484,pgmaritimmarbella,1
26491,prova-pilot-pressupostos-participatius,1
26491,urbanitzacioFiC,1
26502,pam,1
26506,PressupostosParticipatius,1
26515,xarxabus,3
26527,xarxabus,1
26533,zonabaixesemissions,8
26551,PAM2020,1
26556,PressupostosParticipatius,41
26566,PressupostosParticipatius,1
26591,xarxabus,1
26595,PAM2020,1
26595,PressupostosParticipatius,31
26595,futurmontjuic,3
26595,plausosciutatvella,6
26606,PAM2020,3
26606,Poblesec,2
26606,PressupostosParticipatius,1
26606,futurmontjuic,1
26609,ordenancaconvivencia,5
26646,lesrambles,1
26646,plausosciutatvella,2
26681,mobilitatcv,1
26698,canviempelclima,5
26710,PressupostosParticipatius,3
26732,plausosciutatvella,2
26733,PressupostosParticipatius,1
26768,plaequipamentspoblesec,1
26770,PressupostosParticipatius,1
26781,plausosciutatvella,1
26798,plaequipamentspoblesec,1
26801,plaequipamentspoblesec,1
26893,PressupostosParticipatius,1
26897,placlima,1
26897,souvenir,3
26900,plaequipamentspoblesec,1
26901,xarxabus,1
26911,PressupostosParticipatius,3
26911,Repensem22a,2
26914,placlima,1
26932,placlima,1
26958,placlima,2
26976,PAM2020,1
27004,PAM2020,3
27004,PressupostosParticipatius,1
27007,plaequipamentspoblesec,1
27047,PAM2020,4
27056,PressupostosParticipatius,1
27074,Poblesec,1
27082,PressupostosParticipatius,1
27098,PressupostosParticipatius,1
27101,Poblesec,5
27113,plaequipamentspoblesec,1
27115,plaequipamentspoblesec,1
27130,plaequipamentspoblesec,1
27199,PressupostosParticipatius,1
27228,plaequipamentspoblesec,38
27242,placlima,1
27244,placlima,21
27247,PressupostosParticipatius,1
27286,metadecidim,1
27288,PressupostosParticipatius,2
27288,Raval,1
27323,xarxabus,5
27324,Repensem22a,1
27327,PAM2020,2
27327,PressupostosParticipatius,3
27361,meridiana,1
27390,PAM2020,6
27390,PressupostosParticipatius,27
27494,PAM2020,1
27501,PressupostosParticipatius,2
27552,futurmontjuic,1
27573,PressupostosParticipatius,2
27576,PressupostosParticipatius,2
27601,meridiana,1
27601,placlima,4
27606,plaequipamentspoblesec,1
27611,plaequipamentspoblesec,1
27667,plaequipamentspoblesec,1
27673,plaequipamentspoblesec,1
27688,PressupostosParticipatius,1
27720,plaequipamentspoblesec,2
27723,plaequipamentspoblesec,1
27733,PAM2020,1
27735,Poblesec,3
27751,plaequipamentspoblesec,3
27757,plaequipamentspoblesec,1
27761,plaequipamentspoblesec,1
27762,plaequipamentspoblesec,1
27763,Poblesec,1
27779,Poblesec,1
27806,plaequipamentspoblesec,2
27846,plaequipamentspoblesec,1
27915,mobilitatcv,1
27934,mobilitatcv,3
27942,mobilitatcv,1
27945,PressupostosParticipatius,2
27979,mpgmteixonera,1
27996,Repensem22a,310
28011,PressupostosParticipatius,1
28018,meridiana,1
28070,pam,1
28102,pam,1
28126,PressupostosParticipatius,2
28147,meridiana,2
28149,PressupostosParticipatius,1
28162,PressupostosParticipatius,13
28184,PressupostosParticipatius,1
28230,pam,1
28244,lamodel,1
28272,PressupostosParticipatius,1
28273,CobrimentGranVia,1
28275,PAM2020,1
28363,Repensem22a,2
28378,PressupostosParticipatius,1
28386,PressupostosParticipatius,1
28396,trinitatnord,1
28405,plaequipamentssantscentre,1
28416,PressupostosParticipatius,3
28422,lamodel,1
28429,lamodel,1
28432,lamodel,1
28451,PressupostosParticipatius,2
28451,lamodel,2
28452,PressupostosParticipatius,1
28465,pam,1
28475,PressupostosParticipatius,1
28497,Repensem22a,1
28507,PressupostosParticipatius,1
28536,PressupostosParticipatius,1
28539,lamodel,3
28611,patrimonigracia,4
28634,PressupostosParticipatius,1
28660,TrinitatVella,1
28684,PressupostosParticipatius,3
28685,pam,1
28718,PressupostosParticipatius,1
28722,lesrambles,1
28722,pam,2
28745,terrasses,2
28783,SuperillaBarcelona,1
28783,lesrambles,1
28783,renovaciosostenibilitat,22
28787,PressupostosParticipatius,2
28789,PressupostosParticipatius,4
28835,plaequipamentspoblesec,1
28845,PAM2020,9
28845,PressupostosParticipatius,7
28845,patrimonigracia,1
28847,PressupostosParticipatius,1
28852,pladeljoc,1
28855,terrasses,1
28879,lamodel,1
28880,lamodel,1
28881,plaequipamentssantscentre,1
28882,PressupostosParticipatius,1
28882,plaequipamentssantscentre,1
28891,PressupostosParticipatius,3
28913,plaequipamentssantscentre,2
28925,PressupostosParticipatius,1
28926,BesosiMaresme,1
28926,meridiana,1
28929,plaequipamentssantscentre,3
28941,pam,1
28983,PlaNaturaBCN,2
28986,plaequipamentssantscentre,1
28989,plaequipamentssantscentre,1
28990,PAM2020,1
29020,plaequipamentssantscentre,1
29030,plaequipamentssantscentre,1
29032,PAM2020,2
29039,plaequipamentssantscentre,1
29055,pam,2
29056,plaequipamentssantscentre,1
29104,PressupostosParticipatius,1
29126,pam,2
29150,plaequipamentssantscentre,1
29151,plaequipamentssantscentre,1
29161,plaequipamentssantscentre,1
29162,plaequipamentssantscentre,1
29163,PressupostosParticipatius,2
29197,lesrambles,2
29218,plaequipamentssantscentre,1
29224,CobrimentGranVia,2
29253,plaequipamentssantscentre,1
29263,plaequipamentssantscentre,1
29264,PressupostosParticipatius,1
29266,PressupostosParticipatius,1
29266,damm,3
29287,lesrambles,3
29304,plaequipamentssantscentre,1
29313,plaequipamentssantscentre,1
29316,plaequipamentssantscentre,1
29330,plaequipamentssantscentre,1
29343,plaequipamentssantscentre,1
29362,PressupostosParticipatius,1
29376,plaequipamentssantscentre,1
29420,plaequipamentssantscentre,1
29445,plaequipamentssantscentre,1
29446,plaequipamentssantscentre,1
29490,lesrambles,1
29491,plaequipamentssantscentre,1
29496,plaequipamentssantscentre,1
29514,plaequipamentssantscentre,1
29547,MercedesBenzBonPastor,1
29547,PlaNaturaBCN,3
29547,PressupostosParticipatius,2
29547,SuperillaBarcelona,2
29547,cuidemciutatvella,1
29547,cuidemeixample,1
29547,eixverdmaresme,1
29557,vialaietana,2
29569,plaequipamentssantscentre,1
29575,PAM2020,1
29575,PressupostosParticipatius,1
29575,plaequipamentssantscentre,1
29588,PAM2020,1
29590,PAM2020,1
29595,PAM2020,1
29595,PressupostosParticipatius,1
29597,PressupostosParticipatius,1
29608,plaequipamentssantscentre,1
29663,PressupostosParticipatius,1
29675,PressupostosParticipatius,2
29706,PAM2020,1
29725,PressupostosParticipatius,1
29727,xarxabus,2
29730,PAM2020,1
29742,canviempelclima,2
29742,meridiana,3
29742,plamobilitatBCN,1
29805,PAM2020,1
29814,reglamentequitatdegenere,2
29817,plamobilitatBCN,3
29877,PressupostosParticipatius,1
29905,PressupostosParticipatius,4
29918,PressupostosParticipatius,1
29923,PressupostosParticipatius,1
29928,pam,1
29940,PMU2025-2030,2
29941,PressupostosParticipatius,1
30009,PAM2020,1
30018,CobrimentGranVia,1
30020,PAM2020,1
30070,PAM2020,2
30092,PressupostosParticipatius,2
30102,futurmontjuic,1
30104,futurmontjuic,1
30154,PAM2020,2
30154,PressupostosParticipatius,3
30154,pam,2
30161,plamobilitatBCN,1
30163,xarxabus,1
30183,xarxabus,1
30200,PressupostosParticipatius,1
30212,xarxabus,1
30213,pam,1
30240,pam,1
30241,pam,1
30248,avingudamadrid,2
30252,PressupostosParticipatius,1
30268,PAM2020,150
30268,PressupostosParticipatius,20
30268,plcanbaro,17
30273,ordenancaconvivencia,1
30277,PlaBCNCiencia2023,5
30278,souvenir,1
30295,vialaietana,2
30296,patrimonigracia,9
30296,plamobilitatBCN,13
30305,PlaLitoralBCN,1
30310,vialaietana,1
30315,PAM2020,2
30315,PressupostosParticipatius,4
30333,SuperillaBarcelona,1
30333,bcn-contra-soledat,3
30338,plamobilitatBCN,2
30347,PressupostosParticipatius,1
30349,zonabaixesemissions,2
30355,pam,1
30358,pam,1
30374,PressupostosParticipatius,5
30377,pam,1
30378,pam,1
30378,plamobilitatBCN,1
30392,PressupostosParticipatius,1
30392,xarxabus,1
30403,xarxabus,1
30418,souvenir,2
30433,PressupostosParticipatius,1
30434,xarxabus,2
30453,xarxabus,1
30469,xarxabus,1
30471,plamobilitatBCN,3
30499,futurmontjuic,1
30499,urbanitzacioFiC,1
30501,PressupostosParticipatius,1
30514,xarxabus,1
30537,xarxabus,1
30541,futurmontjuic,6
30542,futurmontjuic,2
30577,futurmontjuic,2
30578,futurmontjuic,2
30583,futurmontjuic,1
30587,futurmontjuic,1
30588,futurmontjuic,1
30590,futurmontjuic,1
30591,futurmontjuic,1
30594,futurmontjuic,1
30595,futurmontjuic,1
30597,futurmontjuic,2
30600,futurmontjuic,1
30606,futurmontjuic,1
30607,futurmontjuic,1
30618,futurmontjuic,1
30624,futurmontjuic,1
30626,futurmontjuic,1
30628,futurmontjuic,1
30629,futurmontjuic,3
30631,futurmontjuic,1
30636,futurmontjuic,1
30640,reglamentequitatdegenere,8
30644,futurmontjuic,1
30645,xarxabus,1
30646,futurmontjuic,1
30667,futurmontjuic,1
30672,futurmontjuic,1
30675,futurmontjuic,1
30685,xarxabus,2
30690,futurmontjuic,2
30712,futurmontjuic,1
30715,futurmontjuic,1
30718,futurmontjuic,1
30733,futurmontjuic,1
30736,futurmontjuic,1
30737,futurmontjuic,1
30738,xarxabus,1
30742,xarxabus,3
30744,pam,1
30751,xarxabus,1
30761,futurmontjuic,1
30764,futurmontjuic,3
30776,futurmontjuic,1
30799,futurmontjuic,1
30801,futurmontjuic,1
30805,futurmontjuic,1
30809,futurmontjuic,1
30811,futurmontjuic,1
30824,futurmontjuic,1
30829,futurmontjuic,1
30841,futurmontjuic,1
30844,futurmontjuic,2
30854,futurmontjuic,1
30860,futurmontjuic,2
30865,xarxabus,2
30874,futurmontjuic,1
30879,futurmontjuic,2
30894,futurmontjuic,2
30896,PressupostosParticipatius,1
30907,futurmontjuic,1
30936,xarxabus,2
30938,PAM2020,1
30938,PressupostosParticipatius,6
30938,meridiana,1
30938,plamobilitatBCN,1
30942,xarxabus,1
30946,futurmontjuic,3
30950,futurmontjuic,1
30964,futurmontjuic,1
30972,futurmontjuic,1
30996,futurmontjuic,5
31005,xarxabus,4
31019,montbauaccessible,2
31022,xarxabus,1
