source,target,weight
38545,PressupostosParticipatius,2
38550,PressupostosParticipatius,3
38554,PressupostosParticipatius,1
38555,PressupostosParticipatius,1
38556,PAM2020,1
38557,PAM2020,1
38558,CanPegueraiTuroPeira,1
38558,PressupostosParticipatius,2
38560,PressupostosParticipatius,1
38565,PressupostosParticipatius,1
38567,PressupostosParticipatius,1
38569,PressupostosParticipatius,3
38573,PressupostosParticipatius,1
38583,PressupostosParticipatius,1
38585,PressupostosParticipatius,1
38598,PAM2020,1
38601,PressupostosParticipatius,1
38604,PressupostosParticipatius,1
38605,PAM2020,1
38609,PAM2020,2
38609,PressupostosParticipatius,1
38615,PAM2020,8
38617,PAM2020,1
38634,PressupostosParticipatius,1
38638,PressupostosParticipatius,1
38641,PressupostosParticipatius,1
38645,PressupostosParticipatius,1
38653,PressupostosParticipatius,2
38654,PressupostosParticipatius,1
38658,PressupostosParticipatius,3
38661,PressupostosParticipatius,1
38662,PressupostosParticipatius,1
38663,PressupostosParticipatius,1
38664,PressupostosParticipatius,1
38665,PAM2020,1
38669,PressupostosParticipatius,2
38670,PressupostosParticipatius,1
38673,PressupostosParticipatius,1
38679,PressupostosParticipatius,1
38683,PressupostosParticipatius,1
38684,PAM2020,4
38684,PlaNaturaBCN,1
38684,PressupostosParticipatius,9
38684,pgmaritimmarbella,1
38686,PressupostosParticipatius,1
38689,PressupostosParticipatius,1
38694,PressupostosParticipatius,2
38695,PressupostosParticipatius,3
38697,PressupostosParticipatius,8
38698,PressupostosParticipatius,3
38700,PressupostosParticipatius,3
38706,PressupostosParticipatius,3
38708,PressupostosParticipatius,1
38715,PressupostosParticipatius,1
38720,CanPegueraiTuroPeira,1
38720,PressupostosParticipatius,1
38723,PressupostosParticipatius,1
38724,PAM2020,1
38725,PressupostosParticipatius,1
38726,PressupostosParticipatius,1
38727,PressupostosParticipatius,1
38728,PAM2020,1
38732,PressupostosParticipatius,1
38733,PAM2020,1
38735,PressupostosParticipatius,1
38736,PressupostosParticipatius,1
38737,PressupostosParticipatius,1
38741,PressupostosParticipatius,1
38744,PAM2020,1
38745,PressupostosParticipatius,1
38750,PressupostosParticipatius,2
38753,PressupostosParticipatius,1
38754,PressupostosParticipatius,2
38756,PressupostosParticipatius,1
38759,PressupostosParticipatius,1
38761,PAM2020,1
38762,PressupostosParticipatius,2
38763,PressupostosParticipatius,1
38764,PressupostosParticipatius,1
38766,PressupostosParticipatius,1
38769,PressupostosParticipatius,1
38774,PressupostosParticipatius,1
38775,PressupostosParticipatius,1
38776,PressupostosParticipatius,1
38783,PressupostosParticipatius,1
38794,PAM2020,2
38797,PressupostosParticipatius,3
38800,PAM2020,1
38802,PressupostosParticipatius,1
38807,PressupostosParticipatius,4
38822,PressupostosParticipatius,1
38825,PressupostosParticipatius,1
38826,PressupostosParticipatius,1
38830,PressupostosParticipatius,4
38836,PressupostosParticipatius,1
38841,PressupostosParticipatius,1
38845,PAM2020,3
38847,PressupostosParticipatius,1
38848,PressupostosParticipatius,1
38849,PressupostosParticipatius,3
38850,PressupostosParticipatius,4
38852,PressupostosParticipatius,1
38853,PressupostosParticipatius,1
38854,PressupostosParticipatius,1
38855,PressupostosParticipatius,3
38857,PressupostosParticipatius,3
38859,PAM2020,1
38870,PressupostosParticipatius,1
38871,PressupostosParticipatius,1
38873,PressupostosParticipatius,1
38874,PressupostosParticipatius,1
38878,PressupostosParticipatius,1
38884,PressupostosParticipatius,1
38887,PressupostosParticipatius,1
38888,PressupostosParticipatius,1
38890,PAM2020,1
38892,PressupostosParticipatius,1
38897,PressupostosParticipatius,7
38899,PressupostosParticipatius,1
38900,PressupostosParticipatius,1
38901,PressupostosParticipatius,1
38902,PAM2020,1
38907,PressupostosParticipatius,1
38910,PressupostosParticipatius,1
38918,PressupostosParticipatius,1
38921,PressupostosParticipatius,1
38922,PressupostosParticipatius,5
38923,PAM2020,1
38925,PressupostosParticipatius,1
38927,PressupostosParticipatius,1
38929,PressupostosParticipatius,1
38932,PressupostosParticipatius,1
38938,PressupostosParticipatius,1
38939,PressupostosParticipatius,1
38943,PAM2020,1
38949,PressupostosParticipatius,2
38953,PressupostosParticipatius,1
38956,PressupostosParticipatius,1
38957,PressupostosParticipatius,1
38960,PressupostosParticipatius,1
38963,PAM2020,2
38964,PressupostosParticipatius,1
38965,PAM2020,1
38967,PressupostosParticipatius,2
38969,PressupostosParticipatius,1
38981,PAM2020,1
38982,PressupostosParticipatius,2
38985,PressupostosParticipatius,1
38987,PressupostosParticipatius,1
39001,PressupostosParticipatius,1
39003,patrimonigracia,1
39009,PressupostosParticipatius,2
39013,PressupostosParticipatius,3
39015,PAM2020,1
39031,PressupostosParticipatius,1
39035,PressupostosParticipatius,1
39036,PressupostosParticipatius,2
39049,PAM2020,1
39050,PAM2020,1
39054,PressupostosParticipatius,2
39058,PressupostosParticipatius,1
39062,PAM2020,1
39069,PressupostosParticipatius,2
39073,PressupostosParticipatius,2
39074,PressupostosParticipatius,2
39077,PressupostosParticipatius,2
39079,PressupostosParticipatius,1
39081,PressupostosParticipatius,2
39083,PressupostosParticipatius,1
39090,PressupostosParticipatius,1
39092,PAM2020,1
39092,PressupostosParticipatius,1
39097,PAM2020,1
39097,PressupostosParticipatius,2
39104,PAM2020,2
39119,PressupostosParticipatius,2
39129,PAM2020,1
39130,PAM2020,2
39150,PAM2020,1
39154,PAM2020,1
39157,PAM2020,2
39157,PressupostosParticipatius,1
39162,PressupostosParticipatius,1
39168,PressupostosParticipatius,1
39171,PAM2020,1
39174,PAM2020,1
39176,PressupostosParticipatius,1
39195,PressupostosParticipatius,2
39214,PressupostosParticipatius,1
39223,PressupostosParticipatius,2
39226,PressupostosParticipatius,1
39228,PressupostosParticipatius,1
39229,PAM2020,1
39245,PressupostosParticipatius,3
39246,PAM2020,1
39263,PAM2020,1
39264,PAM2020,1
39266,PressupostosParticipatius,2
39279,PAM2020,1
39326,PAM2020,1
39347,PressupostosParticipatius,5
39347,avingudamadrid,1
39349,PAM2020,1
39350,PressupostosParticipatius,4
39352,PressupostosParticipatius,1
39354,PressupostosParticipatius,1
39359,PressupostosParticipatius,1
39366,PAM2020,1
39366,PressupostosParticipatius,2
39369,PAM2020,2
39377,PressupostosParticipatius,2
39378,PAM2020,1
39387,PressupostosParticipatius,1
39393,PressupostosParticipatius,1
39397,PAM2020,1
39397,PressupostosParticipatius,2
39398,PressupostosParticipatius,1
39400,PressupostosParticipatius,1
39403,PAM2020,1
39404,PressupostosParticipatius,1
39407,PressupostosParticipatius,1
39411,PressupostosParticipatius,1
39422,PressupostosParticipatius,1
39429,PAM2020,2
39430,PressupostosParticipatius,2
39432,PAM2020,2
39433,PAM2020,1
39438,PAM2020,1
39441,PressupostosParticipatius,1
39445,PressupostosParticipatius,1
39446,PAM2020,1
39447,PAM2020,1
39448,PressupostosParticipatius,1
39449,PAM2020,1
39452,PressupostosParticipatius,6
39458,PAM2020,2
39459,PAM2020,1
39462,PAM2020,1
39466,PressupostosParticipatius,1
39468,PressupostosParticipatius,1
39479,PressupostosParticipatius,1
39481,PAM2020,1
39483,PressupostosParticipatius,2
39487,PressupostosParticipatius,1
39488,PressupostosParticipatius,1
39490,PAM2020,2
39496,PressupostosParticipatius,2
39498,PAM2020,1
39499,PressupostosParticipatius,1
39504,PressupostosParticipatius,2
39506,PressupostosParticipatius,1
39512,PressupostosParticipatius,1
39513,PressupostosParticipatius,1
39515,PressupostosParticipatius,1
39518,PressupostosParticipatius,1
39520,PressupostosParticipatius,1
39523,PressupostosParticipatius,1
39529,PressupostosParticipatius,1
39530,PAM2020,1
39531,PressupostosParticipatius,1
39546,PressupostosParticipatius,1
39547,PressupostosParticipatius,1
39552,PAM2020,2
39552,PressupostosParticipatius,4
39561,PAM2020,1
39562,PressupostosParticipatius,5
39571,PressupostosParticipatius,1
39590,PAM2020,1
39591,PAM2020,1
39593,PAM2020,4
39597,PAM2020,1
39599,PressupostosParticipatius,1
39601,PAM2020,1
39602,PressupostosParticipatius,1
39606,PressupostosParticipatius,1
39613,PressupostosParticipatius,1
39629,PressupostosParticipatius,4
39630,PAM2020,2
39634,PAM2020,1
39638,PAM2020,1
39638,PressupostosParticipatius,1
39640,PAM2020,1
39642,PAM2020,1
39643,PressupostosParticipatius,1
39644,PAM2020,1
39650,PressupostosParticipatius,1
39651,PressupostosParticipatius,1
39652,PressupostosParticipatius,1
39653,patrimonigracia,1
39672,PressupostosParticipatius,22
39673,PressupostosParticipatius,1
39674,PAM2020,1
39676,PressupostosParticipatius,1
39678,PressupostosParticipatius,1
39682,PAM2020,1
39682,PressupostosParticipatius,1
39693,PressupostosParticipatius,1
39701,PAM2020,1
39701,PressupostosParticipatius,3
39703,PressupostosParticipatius,1
39705,PressupostosParticipatius,1
39710,PressupostosParticipatius,1
39717,PAM2020,3
39717,PressupostosParticipatius,1
39719,PAM2020,3
39719,PressupostosParticipatius,3
39721,PAM2020,2
39721,PressupostosParticipatius,2
39725,PAM2020,3
39730,PAM2020,2
39731,PAM2020,3
39731,PressupostosParticipatius,1
39732,PAM2020,1
39736,PAM2020,1
39737,PAM2020,3
39738,PAM2020,2
39739,PAM2020,1
39744,PAM2020,3
39744,PressupostosParticipatius,2
39745,PAM2020,3
39745,PressupostosParticipatius,2
39749,PAM2020,3
39752,PressupostosParticipatius,1
39753,PAM2020,3
39753,PressupostosParticipatius,1
39757,PAM2020,1
39758,PressupostosParticipatius,1
39762,PAM2020,3
39762,PressupostosParticipatius,3
39763,PressupostosParticipatius,1
39764,PAM2020,3
39764,PressupostosParticipatius,2
39765,PAM2020,1
39765,PressupostosParticipatius,3
39768,PAM2020,3
39768,PressupostosParticipatius,2
39769,PAM2020,2
39769,PressupostosParticipatius,1
39771,PAM2020,4
39772,PAM2020,3
39772,PressupostosParticipatius,2
39774,PAM2020,1
39775,PAM2020,1
39775,PressupostosParticipatius,2
39778,PAM2020,3
39778,PressupostosParticipatius,2
39780,PAM2020,2
39781,PressupostosParticipatius,2
39782,PressupostosParticipatius,2
39783,PressupostosParticipatius,1
39785,PAM2020,3
39785,PressupostosParticipatius,4
39788,PressupostosParticipatius,4
39789,PAM2020,3
39789,PressupostosParticipatius,2
39790,PAM2020,3
39790,PressupostosParticipatius,2
39791,PAM2020,3
39791,PressupostosParticipatius,2
39792,PressupostosParticipatius,1
39793,PAM2020,1
39793,PressupostosParticipatius,2
39794,PAM2020,2
39794,PressupostosParticipatius,4
39795,PAM2020,3
39795,PressupostosParticipatius,3
39797,PAM2020,1
39798,PAM2020,3
39798,PressupostosParticipatius,2
39800,PAM2020,3
39802,PAM2020,1
39803,PAM2020,3
39803,PressupostosParticipatius,2
39804,PAM2020,3
39804,PressupostosParticipatius,2
39805,PAM2020,3
39805,PressupostosParticipatius,2
39807,PAM2020,2
39807,PressupostosParticipatius,2
39815,PAM2020,3
39815,PressupostosParticipatius,2
39818,PAM2020,1
39818,PressupostosParticipatius,2
39823,PAM2020,2
39827,PressupostosParticipatius,3
39829,PlaNaturaBCN,4
39834,PAM2020,3
39834,PressupostosParticipatius,2
39835,PAM2020,1
39839,PressupostosParticipatius,1
39850,PAM2020,2
39860,PAM2020,3
39860,PressupostosParticipatius,2
39867,PAM2020,1
39872,PressupostosParticipatius,1
39873,PAM2020,3
39873,PressupostosParticipatius,2
39874,PAM2020,3
39874,PressupostosParticipatius,2
39878,PressupostosParticipatius,3
39880,PAM2020,3
39880,PressupostosParticipatius,2
39883,PressupostosParticipatius,2
39885,PAM2020,1
39885,PressupostosParticipatius,2
39886,PAM2020,1
39886,PressupostosParticipatius,2
39887,PressupostosParticipatius,1
39893,PressupostosParticipatius,1
39899,PressupostosParticipatius,1
39903,PAM2020,3
39903,PressupostosParticipatius,2
39905,PressupostosParticipatius,3
39907,PressupostosParticipatius,2
39909,PressupostosParticipatius,1
39910,PressupostosParticipatius,1
39917,PAM2020,1
39922,PAM2020,1
39924,PressupostosParticipatius,3
39925,PressupostosParticipatius,1
39927,PressupostosParticipatius,1
39940,PAM2020,5
39940,PressupostosParticipatius,8
39943,PressupostosParticipatius,1
39953,PAM2020,4
39953,PressupostosParticipatius,2
39957,PressupostosParticipatius,8
39959,PressupostosParticipatius,1
39963,PressupostosParticipatius,1
39967,PAM2020,1
39969,PressupostosParticipatius,2
39971,PAM2020,2
39971,PressupostosParticipatius,2
39973,PressupostosParticipatius,1
39974,PressupostosParticipatius,1
39977,PressupostosParticipatius,2
39978,PressupostosParticipatius,1
39982,PAM2020,2
39982,PressupostosParticipatius,1
39986,PAM2020,1
39987,PAM2020,4
39988,PAM2020,3
39989,PressupostosParticipatius,1
39990,PAM2020,3
39990,PressupostosParticipatius,2
39991,PAM2020,1
39996,PressupostosParticipatius,1
39999,PressupostosParticipatius,1
40000,PressupostosParticipatius,1
40009,PressupostosParticipatius,1
40010,PAM2020,1
40011,PressupostosParticipatius,2
40012,PressupostosParticipatius,1
40015,PressupostosParticipatius,1
40018,PAM2020,1
40019,PAM2020,1
40020,PAM2020,1
40021,PAM2020,1
40023,PAM2020,1
40025,PressupostosParticipatius,1
40029,PressupostosParticipatius,1
40030,PressupostosParticipatius,1
40031,PAM2020,6
40032,PAM2020,1
40033,PressupostosParticipatius,1
40035,PressupostosParticipatius,2
40036,PressupostosParticipatius,2
40037,PressupostosParticipatius,2
40039,PAM2020,1
40040,PAM2020,3
40040,PressupostosParticipatius,2
40042,PressupostosParticipatius,1
40044,PAM2020,3
40044,PressupostosParticipatius,2
40045,PAM2020,1
40045,PressupostosParticipatius,6
40055,PressupostosParticipatius,1
40057,PAM2020,4
40057,PressupostosParticipatius,2
40060,PAM2020,3
40060,PressupostosParticipatius,2
40066,PressupostosParticipatius,2
40067,PAM2020,1
40068,PressupostosParticipatius,1
40069,PressupostosParticipatius,2
40070,PAM2020,1
40071,PAM2020,2
40072,PAM2020,1
40076,PAM2020,1
40077,PAM2020,2
40078,PressupostosParticipatius,1
40079,PAM2020,1
40083,PAM2020,1
40084,PAM2020,1
40088,PressupostosParticipatius,1
40091,PAM2020,1
40092,PAM2020,1
40094,PAM2020,1
40095,PAM2020,2
40100,PAM2020,3
40100,PressupostosParticipatius,2
40107,PAM2020,1
40109,PAM2020,3
40109,PressupostosParticipatius,1
40112,PressupostosParticipatius,1
40116,PressupostosParticipatius,1
40119,PressupostosParticipatius,1
40129,PressupostosParticipatius,1
40135,PressupostosParticipatius,1
40147,PressupostosParticipatius,1
40153,PAM2020,1
40182,PressupostosParticipatius,1
40190,PAM2020,1
40190,PressupostosParticipatius,1
40195,PAM2020,1
40199,PAM2020,1
40199,PressupostosParticipatius,1
40201,PAM2020,1
40204,PressupostosParticipatius,8
40204,entornsestaciodesants,1
40205,PAM2020,1
40206,PAM2020,1
40210,PressupostosParticipatius,1
40216,PAM2020,1
40217,PressupostosParticipatius,1
40219,PAM2020,1
40221,PAM2020,1
40222,PAM2020,2
40223,PAM2020,2
40229,PAM2020,1
40229,PressupostosParticipatius,1
40230,PAM2020,1
40238,PAM2020,1
40241,PressupostosParticipatius,1
40249,PressupostosParticipatius,1
40251,PAM2020,1
40258,PressupostosParticipatius,1
40261,PressupostosParticipatius,3
40265,PressupostosParticipatius,1
40267,PAM2020,1
40271,PressupostosParticipatius,2
40281,PAM2020,1
40284,PressupostosParticipatius,1
40285,PressupostosParticipatius,1
40292,PressupostosParticipatius,1
40300,PAM2020,3
40310,PAM2020,1
40317,PressupostosParticipatius,1
40319,PressupostosParticipatius,1
40323,PressupostosParticipatius,1
40328,PAM2020,3
40328,PressupostosParticipatius,2
40330,PAM2020,1
40338,PAM2020,1
40339,PAM2020,3
40339,PressupostosParticipatius,9
40344,PAM2020,1
40353,PAM2020,1
40358,PAM2020,1
40365,PressupostosParticipatius,1
40370,PressupostosParticipatius,1
40377,PAM2020,2
40384,PressupostosParticipatius,1
40387,PressupostosParticipatius,3
40396,PAM2020,2
40400,PressupostosParticipatius,2
40403,PAM2020,1
40408,PAM2020,1
40410,PAM2020,1
40420,PressupostosParticipatius,1
40422,PAM2020,1
40422,PressupostosParticipatius,5
40424,PressupostosParticipatius,1
40426,PressupostosParticipatius,1
40431,PAM2020,1
40438,PressupostosParticipatius,3
40440,PressupostosParticipatius,1
40443,PressupostosParticipatius,1
40448,PressupostosParticipatius,3
40450,PressupostosParticipatius,1
40460,PressupostosParticipatius,1
40461,PAM2020,1
40463,PAM2020,1
40464,PAM2020,1
40471,PressupostosParticipatius,1
40474,PAM2020,1
40476,PressupostosParticipatius,1
40478,PressupostosParticipatius,3
40480,PAM2020,4
40484,PAM2020,2
40496,PressupostosParticipatius,3
40498,PressupostosParticipatius,3
40500,PAM2020,1
40507,entornsestaciodesants,1
40508,PAM2020,1
40509,PressupostosParticipatius,1
40512,PAM2020,1
40513,PAM2020,1
40515,PAM2020,2
40515,PressupostosParticipatius,5
40516,PAM2020,1
40521,PressupostosParticipatius,1
40522,PAM2020,1
40523,PressupostosParticipatius,1
40524,PAM2020,1
40525,PAM2020,1
40527,PAM2020,1
40530,PAM2020,1
40531,PAM2020,1
40536,PressupostosParticipatius,6
40538,PAM2020,2
40539,PressupostosParticipatius,1
40546,PressupostosParticipatius,1
40549,PAM2020,2
40550,PAM2020,2
40552,PressupostosParticipatius,1
40563,PressupostosParticipatius,1
40565,PressupostosParticipatius,1
40566,PressupostosParticipatius,1
40570,PressupostosParticipatius,4
40571,PressupostosParticipatius,3
40572,PressupostosParticipatius,2
40573,PressupostosParticipatius,1
40575,PressupostosParticipatius,1
40585,PAM2020,1
40586,PAM2020,1
40586,PressupostosParticipatius,1
40587,PAM2020,1
40589,PAM2020,1
40589,PressupostosParticipatius,1
40595,PressupostosParticipatius,6
40604,PressupostosParticipatius,16
40608,PressupostosParticipatius,1
40612,premi8m-2023,1
40615,PAM2020,1
40616,PAM2020,2
40624,PressupostosParticipatius,1
40635,PAM2020,1
40636,PressupostosParticipatius,1
40639,PAM2020,1
40640,PAM2020,1
40641,PAM2020,1
40643,PAM2020,1
40651,PAM2020,1
40659,PAM2020,1
40660,PressupostosParticipatius,1
40662,PAM2020,1
40662,PressupostosParticipatius,1
40666,PressupostosParticipatius,1
40667,PAM2020,1
40667,PressupostosParticipatius,1
40669,PressupostosParticipatius,1
40670,PAM2020,1
40670,PressupostosParticipatius,1
40672,PAM2020,1
40673,PressupostosParticipatius,1
40674,PressupostosParticipatius,1
40675,PressupostosParticipatius,1
40677,PAM2020,1
40683,PressupostosParticipatius,1
40684,PAM2020,1
40687,PAM2020,3
40687,PressupostosParticipatius,2
40688,PAM2020,4
40688,PressupostosParticipatius,2
40689,PAM2020,2
40689,PressupostosParticipatius,3
40700,PAM2020,1
40700,PressupostosParticipatius,2
40725,PAM2020,1
40725,PressupostosParticipatius,1
40729,PAM2020,1
40735,PAM2020,1
40742,PressupostosParticipatius,2
40743,PAM2020,1
40745,PressupostosParticipatius,1
40746,PressupostosParticipatius,1
40748,PressupostosParticipatius,1
40751,PAM2020,3
40751,PressupostosParticipatius,2
40754,PAM2020,3
40754,PressupostosParticipatius,3
40757,PressupostosParticipatius,1
40758,PAM2020,1
40760,PAM2020,3
40760,PressupostosParticipatius,2
40761,PressupostosParticipatius,1
40762,PAM2020,1
40769,PAM2020,3
40769,PressupostosParticipatius,1
40770,PAM2020,4
40770,PressupostosParticipatius,2
40774,PressupostosParticipatius,1
40778,PAM2020,3
40778,PressupostosParticipatius,2
40779,PressupostosParticipatius,1
40785,PressupostosParticipatius,1
40787,PressupostosParticipatius,2
40788,PressupostosParticipatius,1
40790,PressupostosParticipatius,1
40792,PressupostosParticipatius,1
40795,PAM2020,3
40795,PressupostosParticipatius,3
40799,PressupostosParticipatius,1
40800,PAM2020,1
40801,PAM2020,3
40801,PressupostosParticipatius,1
40807,PAM2020,1
40808,PressupostosParticipatius,1
40810,PAM2020,2
40810,PressupostosParticipatius,2
40814,PressupostosParticipatius,1
40828,PAM2020,2
40839,PAM2020,3
40839,PressupostosParticipatius,2
40840,renovaciosostenibilitat,2
40841,PressupostosParticipatius,1
40842,PAM2020,3
40846,PAM2020,3
40847,PAM2020,2
40847,PressupostosParticipatius,2
40851,PressupostosParticipatius,1
40853,PressupostosParticipatius,1
40855,PressupostosParticipatius,1
40862,PAM2020,1
40863,PAM2020,1
40866,PAM2020,1
40868,PressupostosParticipatius,1
40917,PressupostosParticipatius,1
40929,PAM2020,1
40940,PAM2020,1
40949,PAM2020,1
40953,PressupostosParticipatius,1
40966,PressupostosParticipatius,1
40978,PressupostosParticipatius,1
40979,PressupostosParticipatius,1
40980,PressupostosParticipatius,1
40981,PressupostosParticipatius,1
40987,PressupostosParticipatius,1
40992,PressupostosParticipatius,1
41007,PAM2020,1
41013,PressupostosParticipatius,1
41024,PressupostosParticipatius,1
41025,PressupostosParticipatius,1
41026,PressupostosParticipatius,1
41034,PAM2020,3
41034,PressupostosParticipatius,2
41050,PAM2020,1
41054,PressupostosParticipatius,2
41060,PressupostosParticipatius,1
41070,PressupostosParticipatius,1
41076,PressupostosParticipatius,1
41078,PressupostosParticipatius,3
41080,PAM2020,1
41087,PAM2020,2
41087,PressupostosParticipatius,1
41090,PAM2020,3
41090,PressupostosParticipatius,2
41095,PressupostosParticipatius,1
41098,PAM2020,2
41098,PressupostosParticipatius,9
41098,meridiana,1
41103,PressupostosParticipatius,1
41104,PAM2020,3
41111,PressupostosParticipatius,1
41115,PressupostosParticipatius,1
41120,PressupostosParticipatius,1
41128,PAM2020,2
41144,PAM2020,1
41164,PressupostosParticipatius,2
41185,PAM2020,1
41190,PAM2020,1
41203,PAM2020,1
41206,PressupostosParticipatius,2
41214,PAM2020,1
41216,PAM2020,1
41224,PAM2020,1
41225,PressupostosParticipatius,1
41226,PAM2020,1
41226,PressupostosParticipatius,3
41231,PressupostosParticipatius,1
41234,PAM2020,1
41238,PressupostosParticipatius,1
41241,usostallermasriera,1
41243,PAM2020,1
41244,entornsestaciodesants,1
41248,PAM2020,3
41255,PAM2020,1
41256,PAM2020,1
41261,PAM2020,3
41261,PressupostosParticipatius,1
41264,PAM2020,3
41264,PressupostosParticipatius,2
41267,PAM2020,1
41270,PAM2020,1
41271,PAM2020,4
41272,PAM2020,1
41273,PAM2020,1
41275,PAM2020,1
41281,PAM2020,1
41286,PressupostosParticipatius,1
41293,PressupostosParticipatius,1
41296,PAM2020,1
41303,PressupostosParticipatius,2
41309,PAM2020,3
41309,PressupostosParticipatius,2
41317,PressupostosParticipatius,1
41318,PressupostosParticipatius,14
41320,PressupostosParticipatius,1
41321,PressupostosParticipatius,1
41323,PressupostosParticipatius,1
41326,PressupostosParticipatius,1
41329,PressupostosParticipatius,2
41337,PressupostosParticipatius,1
41354,PressupostosParticipatius,1
41363,PressupostosParticipatius,1
41363,patrimonigracia,2
41366,PressupostosParticipatius,1
41367,PAM2020,2
41370,PressupostosParticipatius,2
41373,PAM2020,3
41373,PressupostosParticipatius,3
41375,PAM2020,3
41376,PAM2020,3
41379,PAM2020,1
41382,PressupostosParticipatius,1
41384,PressupostosParticipatius,1
41399,PressupostosParticipatius,1
41401,PressupostosParticipatius,1
41403,PressupostosParticipatius,1
41410,PressupostosParticipatius,1
41414,PressupostosParticipatius,1
41416,PressupostosParticipatius,1
41420,PressupostosParticipatius,1
41422,PressupostosParticipatius,1
41423,PressupostosParticipatius,1
41441,PressupostosParticipatius,2
41444,PAM2020,16
41463,PressupostosParticipatius,1
41468,PressupostosParticipatius,1
41474,PressupostosParticipatius,3
41475,PAM2020,1
41479,PAM2020,1
41488,PressupostosParticipatius,1
41492,PressupostosParticipatius,1
41495,PressupostosParticipatius,1
41500,PAM2020,2
41507,PAM2020,1
41507,PressupostosParticipatius,1
41515,PressupostosParticipatius,2
41535,PAM2020,1
41539,Premi8M,1
41548,PAM2020,1
41612,PressupostosParticipatius,1
41621,PressupostosParticipatius,1
41631,PressupostosParticipatius,1
41633,PressupostosParticipatius,1
41654,PAM2020,1
41660,PressupostosParticipatius,1
41661,PressupostosParticipatius,1
41663,PressupostosParticipatius,1
41665,PAM2020,3
41665,PressupostosParticipatius,1
41666,PAM2020,1
41667,PressupostosParticipatius,1
41668,PAM2020,1
41668,PressupostosParticipatius,1
41669,PressupostosParticipatius,1
41674,PAM2020,2
41674,PressupostosParticipatius,1
41675,PressupostosParticipatius,1
41680,PAM2020,1
41680,PressupostosParticipatius,2
41684,PressupostosParticipatius,1
41686,PAM2020,1
41687,PAM2020,1
41687,PressupostosParticipatius,1
41689,PAM2020,1
41689,PressupostosParticipatius,1
41694,PAM2020,1
41695,PressupostosParticipatius,1
41697,PAM2020,1
41699,PressupostosParticipatius,1
41702,PAM2020,1
41702,PressupostosParticipatius,1
41703,PressupostosParticipatius,1
41705,PAM2020,1
41705,PressupostosParticipatius,1
41706,PAM2020,1
41706,PressupostosParticipatius,1
41711,PAM2020,1
41712,PAM2020,1
41712,PressupostosParticipatius,1
41713,PAM2020,1
41714,PressupostosParticipatius,1
41715,PressupostosParticipatius,1
41716,PressupostosParticipatius,1
41718,PressupostosParticipatius,1
41719,PressupostosParticipatius,2
41726,PressupostosParticipatius,1
41727,PAM2020,1
41732,PressupostosParticipatius,1
41735,PAM2020,1
41739,PAM2020,1
41739,PressupostosParticipatius,1
41743,PAM2020,1
41749,PressupostosParticipatius,1
41751,PAM2020,1
41757,PressupostosParticipatius,1
41762,PressupostosParticipatius,1
41765,PressupostosParticipatius,1
41766,PAM2020,1
41770,PressupostosParticipatius,1
41771,PAM2020,1
41773,PressupostosParticipatius,1
41779,PAM2020,1
41789,PAM2020,1
41789,PressupostosParticipatius,1
41791,PressupostosParticipatius,1
41799,PressupostosParticipatius,1
41801,PAM2020,1
41806,PressupostosParticipatius,1
41816,PressupostosParticipatius,1
41830,PAM2020,1
41836,PAM2020,1
41881,PAM2020,1
41885,PAM2020,1
41885,PressupostosParticipatius,1
41886,PAM2020,1
41887,PAM2020,1
41892,PAM2020,1
41892,PressupostosParticipatius,1
41902,PAM2020,2
41908,PAM2020,1
41918,PAM2020,2
41927,PAM2020,3
41943,PAM2020,1
41966,PressupostosParticipatius,1
41970,PressupostosParticipatius,1
41971,PressupostosParticipatius,1
41978,PressupostosParticipatius,1
41979,PressupostosParticipatius,1
41980,PressupostosParticipatius,1
41981,PressupostosParticipatius,2
41983,PressupostosParticipatius,1
41984,PressupostosParticipatius,1
41986,PressupostosParticipatius,1
41988,PressupostosParticipatius,1
41989,PressupostosParticipatius,1
41995,PressupostosParticipatius,1
42001,PAM2020,1
42020,PressupostosParticipatius,1
42022,PressupostosParticipatius,1
42051,PAM2020,3
42051,PressupostosParticipatius,5
42072,PressupostosParticipatius,1
42075,patrimonigracia,1
42085,PressupostosParticipatius,1
42098,PressupostosParticipatius,1
42102,PressupostosParticipatius,1
42113,PressupostosParticipatius,1
42114,PressupostosParticipatius,1
42115,PAM2020,1
42141,PAM2020,2
42159,PAM2020,2
42159,PressupostosParticipatius,8
42168,PressupostosParticipatius,1
42231,PressupostosParticipatius,2
42238,PressupostosParticipatius,1
42241,PAM2020,2
42241,PressupostosParticipatius,6
42243,PAM2020,2
42244,PAM2020,1
42255,PAM2020,1
42264,PAM2020,1
42265,PAM2020,1
42270,PAM2020,1
42275,PressupostosParticipatius,2
42282,PAM2020,1
42304,PressupostosParticipatius,1
42395,patrimoniciutada,1
42421,PAM2020,1
42432,PressupostosParticipatius,1
42464,PressupostosParticipatius,1
42478,PressupostosParticipatius,1
42482,PressupostosParticipatius,1
42485,PressupostosParticipatius,1
42487,PAM2020,3
42487,PressupostosParticipatius,1
42493,PAM2020,15
42493,PressupostosParticipatius,1
42506,PressupostosParticipatius,1
42511,PAM2020,1
42513,PressupostosParticipatius,1
42522,PressupostosParticipatius,1
42537,PAM2020,1
42538,canviempelclima,1
