id,Label,modularity_class_str,modularity_class,frecuency
10973,,B,12,17
10979,,B,12,7
11355,,B,12,1
22242,,B,12,4
17187,,B,12,1
11018,,B,12,2
11038,,B,12,1
1380,,B,12,1
1078,,B,12,2
11045,,B,12,1
10779,,B,12,1
11089,,B,12,1
10721,,B,12,6
11102,,B,12,4
1887,,B,12,1
11110,,B,12,6
9898,,B,12,1
11123,,B,12,2
3827,,B,12,41
11135,,B,12,1
11127,,B,12,1
11137,,B,12,1
11105,,B,12,9
11106,,B,12,1
11147,,B,12,3
11070,,B,12,1
2152,,B,12,1
9268,,B,12,10
10205,,B,12,2
11259,,C,7,5
7351,,B,12,1
10247,,B,12,2
12135,,B,12,2
11258,,B,12,1
10945,,B,12,2
16138,,B,12,2
10927,,B,12,1
7897,,B,12,2
11310,,B,12,1
6431,,B,12,1
11311,,B,12,1
11290,,B,12,7
12477,,B,12,2
20138,,B,12,1
11323,,B,12,4
6019,,B,12,1
10830,,B,12,1
11336,,B,12,3
11339,,B,12,25
9913,,B,12,3
11344,,B,12,4
11363,,B,12,1
11369,,B,12,1
11373,,B,12,1
11375,,B,12,1
1160,,B,12,1
10941,,B,12,2
11379,,B,12,1
9337,,B,12,1
11316,,B,12,1
10703,,B,12,158
11406,,B,12,1
11417,,B,12,2
10668,,A,14,2
10241,,A,14,3
11436,,B,12,1
11442,,B,12,1
10712,,B,12,5
11301,,B,12,3
6665,,B,12,2
11482,,B,12,1
11481,,B,12,1
11477,,B,12,9
9029,,B,12,2
11513,,B,12,1
10015,,B,12,1
11545,,B,12,1
11549,,B,12,1
1781,,B,12,2
10966,,B,12,3
11566,,B,12,1
11632,,B,12,1
11567,,B,12,2
10337,,B,12,7
9831,,B,12,1
11571,,B,12,1
11588,,B,12,1
11583,,B,12,2
11606,,B,12,2
11613,,B,12,5
11404,,B,12,7
12795,,B,12,1
11624,,B,12,6
11644,,B,12,2
17643,,B,12,8
22971,,B,12,1
11654,,B,12,2
11636,,B,12,1
9174,,B,12,5
11661,,B,12,3
5557,,B,12,1
2476,,B,12,3
8773,,B,12,1
13821,,B,12,7
11099,,B,12,2
11704,,B,12,1
4471,,A,14,34
11754,,B,12,1
3513,,B,12,8
11789,,B,12,2
11794,,B,12,3
7506,,B,12,1
11801,,B,12,3
11802,,B,12,2
14891,,B,12,10
11806,,B,12,1
11813,,B,12,1
11811,,B,12,1
1231,,B,12,1
11845,,B,12,1
11846,,B,12,6
8193,,B,12,1
11860,,B,12,2
10959,,B,12,1
11871,,B,12,1
11873,,B,12,2
11883,,B,12,2
15445,,B,12,3
11270,,B,12,1
7141,,B,12,4
11896,,B,12,1
11921,,B,12,1
11925,,B,12,1
10615,,B,12,1
1126,,B,12,3
11965,,B,12,1
11971,,B,12,3
11974,,B,12,1
11980,,B,12,1
9630,,B,12,2
11907,,B,12,2
11996,,B,12,1
8742,,B,12,1
11893,,B,12,2
12034,,B,12,1
12039,,B,12,1
12048,,B,12,2
12070,,B,12,1
7461,,A,14,5
6358,,B,12,1
13223,,B,12,4
598,,B,12,1
2717,,A,14,6
12081,,B,12,1
12103,,B,12,1
12105,,B,12,1
3677,,B,12,2
9939,,B,12,1
7113,,B,12,1
9733,,B,12,1
12088,,B,12,2
12120,,B,12,2
13341,,B,12,1
10463,,B,12,2
6137,,B,12,1
12132,,B,12,4
12123,,B,12,1
12146,,B,12,1
10175,,B,12,1
12607,,B,12,2
8862,,B,12,1
11117,,B,12,2
12164,,B,12,1
12165,,B,12,3
8941,,B,12,3
9606,,B,12,1
12155,,B,12,1
12188,,B,12,1
4474,,B,12,1
7252,,B,12,2
12198,,B,12,3
10177,,B,12,1
12237,,B,12,1
12253,,B,12,1
9551,,A,14,2
12257,,B,12,2
7631,,B,12,1
12303,,B,12,9
9267,,B,12,16
4840,,B,12,1
12309,,B,12,1
12314,,B,12,3
12264,,B,12,1
10093,,B,12,1
11361,,B,12,2
12359,,B,12,1
7069,,B,12,1
8801,,B,12,1
12403,,B,12,1
12411,,B,12,2
8951,,B,12,1
12238,,B,12,1
12336,,B,12,1
12425,,B,12,1
13606,,B,12,1
11299,,B,12,1
12442,,B,12,3
12565,,B,12,4
13402,,B,12,1
12443,,B,12,1
6912,,B,12,1
12468,,B,12,1
12455,,B,12,1
6219,,B,12,1
12494,,B,12,1
12179,,B,12,262
11364,,B,12,1
12502,,B,12,7
12530,,B,12,1
12546,,B,12,1
12549,,B,12,1
12576,,B,12,2
12583,,B,12,1
12586,,B,12,1
12579,,B,12,4
12597,,B,12,2
12610,,B,12,1
12602,,B,12,3
3380,,B,12,1
12652,,B,12,6
12632,,B,12,1
12666,,B,12,4
12665,,B,12,1
14522,,B,12,2
12670,,B,12,1
7847,,B,12,15
12684,,B,12,1
12686,,B,12,1
12679,,B,12,1
12609,,B,12,1
1115,,B,12,2
12718,,B,12,4
13185,,B,12,1
12731,,B,12,1
12726,,C,7,2
12663,,A,14,3
12756,,B,12,1
12775,,B,12,1
12777,,B,12,1
12780,,B,12,1
12790,,B,12,1
12551,,B,12,4
10579,,B,12,2
10567,,B,12,2
12832,,B,12,1
5217,,B,12,1
12859,,B,12,1
12856,,B,12,1
12894,,B,12,1
12462,,B,12,1
12896,,B,12,1
16453,,B,12,3
12907,,B,12,1
1048,,B,12,1
12932,,B,12,1
12911,,B,12,9
12951,,B,12,1
12317,,B,12,14
12957,,B,12,25
12089,,B,12,1
13007,,B,12,1
13002,,B,12,1
13028,,B,12,4
13032,,B,12,1
13041,,B,12,2
13062,,B,12,1
13141,,B,12,3
13099,,B,12,2
13071,,B,12,3
13082,,B,12,1
663,,B,12,1
13087,,B,12,1
13095,,B,12,1
13765,,B,12,17
13111,,B,12,5
12354,,B,12,1
6874,,B,12,1
13132,,A,14,4
13135,,B,12,1
8216,,B,12,4
13162,,B,12,1
13147,,B,12,2
13169,,B,12,5
13177,,B,12,2
4505,,B,12,1
13174,,B,12,2
13192,,B,12,2
6646,,B,12,1
10195,,B,12,1
10949,,B,12,2
10820,,B,12,1
12600,,B,12,2
9064,,B,12,1
13690,,B,12,1
6041,,B,12,1
13260,,B,12,1
13261,,B,12,1
13281,,B,12,1
13257,,B,12,1
13280,,B,12,1
13303,,B,12,1
13307,,B,12,2
13314,,B,12,1
13217,,B,12,1
13326,,B,12,1
13320,,B,12,1
13322,,B,12,1
13338,,B,12,1
13330,,B,12,1
13369,,B,12,2
13389,,B,12,1
13266,,B,12,1
13385,,B,12,3
13363,,B,12,1
13406,,B,12,3
13325,,B,12,2
10634,,B,12,2
13417,,B,12,1
13318,,B,12,5
11104,,B,12,1
13427,,B,12,4
13459,,B,12,1
13480,,B,12,1
12421,,B,12,2
13477,,B,12,2
13285,,B,12,1
13247,,B,12,5
13543,,B,12,1
13552,,B,12,1
13428,,B,12,1
15814,,B,12,7
10961,,B,12,1
13637,,B,12,1
13641,,B,12,1
13453,,B,12,1
13670,,B,12,1
13271,,B,12,15
13671,,B,12,1
13681,,B,12,1
15729,,B,12,1
13258,,B,12,3
12364,,B,12,1
15206,,B,12,1
4025,,B,12,1
13716,,B,12,2
6589,,B,12,2
13749,,B,12,1
13755,,B,12,1
13241,,B,12,1
13757,,B,12,1
14669,,B,12,36
13317,,B,12,3
13788,,B,12,5
13787,,B,12,1
12489,,B,12,1
13789,,B,12,2
13813,,B,12,1
13819,,B,12,2
23061,,B,12,1
13811,,B,12,2
3770,,B,12,3
13844,,B,12,1
13855,,B,12,1
13859,,B,12,5
13866,,B,12,1
13882,,B,12,2
13768,,B,12,4
13908,,B,12,1
11409,,B,12,16
879,,B,12,1
13926,,C,7,2
13932,,B,12,1
13934,,B,12,1
23275,,B,12,2
13958,,B,12,2
8544,,B,12,1
13965,,B,12,1
13964,,B,12,1
13987,,B,12,3
13994,,B,12,2
12410,,B,12,1
14015,,B,12,18
15488,,B,12,2
14031,,B,12,3
14038,,B,12,1
19812,,B,12,5
14081,,B,12,1
14104,,B,12,1
14111,,B,12,1
14106,,B,12,2
13793,,B,12,1
7794,,B,12,1
14123,,B,12,1
14125,,B,12,1
14139,,B,12,1
21058,,B,12,11
14160,,B,12,2
14157,,B,12,1
14164,,B,12,2
14154,,B,12,1
14168,,B,12,1
14172,,B,12,2
5116,,B,12,9
14178,,B,12,2
14174,,B,12,4
14180,,B,12,1
14183,,B,12,1
14176,,B,12,2
14212,,B,12,2
13052,,B,12,5
14214,,B,12,1
14233,,B,12,2
14236,,B,12,1
14250,,B,12,1
13136,,B,12,8
14278,,B,12,1
14288,,B,12,1
14290,,B,12,1
14305,,B,12,6
14303,,B,12,1
14311,,B,12,2
4259,,B,12,1
14314,,B,12,1
14315,,B,12,1
14124,,B,12,1
14357,,B,12,3
14360,,B,12,1
9343,,B,12,16
6473,,B,12,1
14313,,B,12,1
14387,,B,12,1
14391,,B,12,1
16809,,B,12,4
8366,,B,12,1
6522,,A,14,4
14418,,C,7,4
14422,,B,12,2
13828,,B,12,1
12831,,B,12,1
14437,,B,12,3
13488,,B,12,1
11073,,B,12,1
9161,,B,12,22
14473,,B,12,1
10548,,B,12,1
3661,,B,12,6
16065,,B,12,1
14495,,B,12,2
14504,,B,12,1
14523,,B,12,8
14526,,B,12,2
15867,,B,12,3
10377,,B,12,1
14531,,B,12,1
14541,,B,12,2
14540,,B,12,1
10033,,B,12,1
14559,,B,12,1
11552,,B,12,1
14650,,B,12,1
8674,,B,12,3
15452,,B,12,9
6742,,B,12,1
14570,,B,12,1
14608,,B,12,1
14622,,B,12,1
12538,,B,12,1
14647,,B,12,1
195,,B,12,1
5896,,B,12,29
14660,,B,12,1
12615,,B,12,1
14674,,B,12,3
372,,B,12,2
14676,,B,12,1
14692,,B,12,1
14699,,B,12,1
14709,,B,12,2
14708,,B,12,2
11090,,B,12,1
14723,,B,12,1
14714,,B,12,5
14752,,B,12,1
14766,,B,12,1
14776,,B,12,1
14780,,B,12,1
14785,,B,12,1
12008,,B,12,10
14777,,B,12,2
14799,,C,7,12
14802,,B,12,1
14804,,B,12,1
14810,,B,12,1
13624,,B,12,3
2269,,B,12,3
22702,,B,12,2
20004,,B,12,4
14826,,B,12,1
14707,,B,12,1
14851,,B,12,2
14837,,B,12,1
9917,,B,12,1
1466,,B,12,7
14702,,B,12,4
8504,,B,12,10
14902,,B,12,1
14903,,B,12,1
14906,,B,12,2
14918,,K,9,2
14931,,B,12,1
14929,,B,12,1
14923,,B,12,1
14922,,B,12,1
14937,,B,12,1
14946,,B,12,1
14919,,B,12,1
14960,,B,12,3
14849,,B,12,1
14967,,B,12,1
14975,,B,12,2
14981,,B,12,1
14989,,B,12,1
12009,,B,12,11
14424,,B,12,1
15030,,B,12,1
15043,,B,12,1
15060,,B,12,1
15092,,B,12,5
8324,,B,12,1
15119,,B,12,1
15123,,B,12,1
15132,,B,12,1
3791,,B,12,4
15149,,B,12,1
15153,,A,14,5
15177,,B,12,2
15179,,B,12,2
14618,,B,12,2
14546,,B,12,1
9308,,B,12,1
13220,,B,12,2
8175,,B,12,4
15143,,B,12,1
15086,,B,12,1
15300,,B,12,2
15299,,B,12,1
15305,,B,12,1
18589,,B,12,1
15313,,B,12,1
11351,,B,12,2
15325,,B,12,10
12429,,B,12,1
15335,,B,12,1
5441,,B,12,2
15281,,B,12,1
8900,,B,12,1
10098,,B,12,2
15367,,B,12,1
15386,,B,12,2
2997,,B,12,1
15390,,B,12,1
15401,,B,12,1
5685,,B,12,1
14503,,B,12,1
15209,,B,12,1
3526,,B,12,1
15419,,B,12,2
13407,,B,12,1
14563,,B,12,2
15411,,B,12,1
2334,,B,12,2
15465,,B,12,7
15475,,B,12,2
9506,,B,12,1
15479,,B,12,1
1638,,B,12,6
13735,,B,12,1
3021,,B,12,2
7303,,B,12,1
15548,,B,12,1
14405,,B,12,1
15565,,A,14,2
15573,,B,12,1
15577,,B,12,1
15578,,B,12,2
15514,,B,12,1
15606,,B,12,1
15601,,B,12,2
13524,,B,12,1
15619,,B,12,2
15627,,B,12,9
15635,,B,12,3
15631,,A,14,6
15638,,B,12,1
15633,,B,12,1
4097,,B,12,1
15621,,B,12,1
15639,,B,12,1
15644,,B,12,1
18796,,B,12,2
22398,,B,12,6
8968,,B,12,1
15668,,B,12,1
15665,,B,12,2
15696,,B,12,3
16535,,B,12,3
15708,,B,12,2
15730,,B,12,2
15760,,B,12,1
15772,,B,12,1
10965,,B,12,5
15808,,B,12,1
15948,,B,12,1
15818,,B,12,1
15752,,B,12,11
9681,,B,12,2
15846,,B,12,1
15855,,B,12,1
15636,,B,12,2
15743,,B,12,1
15864,,A,14,3
11869,,B,12,1
15875,,B,12,1
15883,,B,12,1
11044,,B,12,1
15689,,B,12,2
15933,,A,14,2
15599,,B,12,16
15768,,B,12,1
15973,,A,14,2
15981,,B,12,1
15982,,B,12,1
9129,,B,12,2
16012,,B,12,5
16024,,B,12,1
16014,,B,12,1
16034,,B,12,1
16042,,B,12,1
13405,,B,12,185
21597,,B,12,1
16062,,B,12,1
14959,,B,12,1
467,,B,12,5
1368,,B,12,1
16089,,B,12,2
16085,,B,12,1
16094,,B,12,1
16111,,B,12,1
16113,,B,12,1
14602,,B,12,1
16116,,B,12,3
16124,,B,12,1
16133,,B,12,1
16073,,B,12,2
15166,,B,12,1
16135,,B,12,1
16142,,B,12,1
16060,,B,12,1
16156,,B,12,1
229,,B,12,3
16157,,B,12,1
16172,,B,12,2
16180,,B,12,1
8503,,B,12,1
2294,,B,12,2
15966,,B,12,1
16207,,B,12,1
16210,,B,12,1
16211,,B,12,4
16214,,B,12,3
16195,,C,7,3
12490,,B,12,1
22051,,B,12,1
16217,,B,12,1
16158,,B,12,1
16187,,B,12,1
12971,,B,12,1
16175,,B,12,2
16240,,B,12,1
16245,,B,12,1
17016,,B,12,7
16256,,B,12,1
16247,,B,12,8
16261,,B,12,1
14982,,B,12,6
16266,,B,12,1
6831,,B,12,1
12196,,B,12,1
15829,,B,12,3
16285,,B,12,6
16287,,B,12,1
16290,,B,12,1
16312,,B,12,2
16327,,A,14,4
16322,,B,12,1
16354,,B,12,1
16357,,B,12,1
16358,,B,12,1
16362,,B,12,1
16363,,B,12,1
16356,,B,12,1
16391,,B,12,4
16389,,B,12,1
13078,,B,12,5
16411,,B,12,1
16551,,B,12,3
16420,,B,12,8
5839,,B,12,11
16447,,B,12,1
16450,,B,12,1
10963,,B,12,1
16458,,B,12,1
16459,,B,12,1
16461,,B,12,1
16471,,B,12,1
7440,,B,12,11
17779,,B,12,1
13962,,B,12,6
16481,,B,12,1
16493,,B,12,3
16502,,B,12,1
12289,,B,12,1
362,,A,14,6
7967,,B,12,1
16523,,B,12,1
16519,,B,12,1
16529,,B,12,1
6766,,B,12,1
16323,,B,12,1
16544,,B,12,1
16563,,B,12,4
5661,,J,34,3
16578,,B,12,1
8059,,B,12,1
16597,,B,12,1
62,,B,12,1
16621,,B,12,1
16618,,B,12,1
16620,,B,12,1
16630,,B,12,2
16629,,B,12,1
7914,,B,12,1
16644,,B,12,1
16675,,B,12,1
4971,,B,12,24
11969,,B,12,3
16679,,B,12,1
16725,,B,12,1
16733,,B,12,1
16746,,A,14,2
9259,,B,12,36
16768,,B,12,1
16783,,B,12,1
16787,,B,12,1
1677,,B,12,1
16778,,B,12,1
16795,,B,12,1
20490,,B,12,4
16806,,B,12,1
16815,,B,12,1
16839,,B,12,1
16564,,B,12,2
16845,,B,12,1
16850,,B,12,1
16875,,B,12,1
16891,,B,12,4
16925,,B,12,1
16831,,B,12,1
16930,,B,12,1
16937,,B,12,2
16954,,B,12,1
16963,,B,12,1
16966,,B,12,1
16934,,B,12,3
10237,,B,12,1
16976,,B,12,2
11366,,A,14,2
16983,,B,12,1
8138,,B,12,1
17023,,A,14,2
3507,,B,12,1
6413,,A,14,4
17059,,B,12,1
17066,,B,12,1
17068,,B,12,1
17073,,B,12,1
17086,,B,12,2
16697,,B,12,1
13528,,B,12,1
17115,,B,12,1
16829,,B,12,1
17142,,B,12,1
17139,,B,12,2
17170,,A,14,5
17169,,B,12,1
17173,,B,12,1
17203,,B,12,1
17204,,B,12,1
7703,,A,14,2
14366,,B,12,1
17161,,B,12,1
17237,,B,12,9
17240,,B,12,1
16087,,B,12,4
17236,,B,12,2
10183,,B,12,1
17239,,B,12,2
17256,,B,12,2
17264,,B,12,9
20331,,B,12,1
17253,,A,14,4
17268,,B,12,1
17272,,B,12,1
17304,,B,12,1
17315,,B,12,1
886,,B,12,2
17365,,B,12,1
16528,,A,14,2
17404,,B,12,2
17366,,B,12,1
10597,,B,12,4
17415,,B,12,1
17427,,B,12,1
17271,,B,12,1
17380,,B,12,3
17522,,B,12,1
542,,B,12,1
1137,,B,12,6
17546,,B,12,1
17555,,B,12,1
17553,,B,12,1
17587,,B,12,1
4127,,B,12,1
17595,,B,12,2
6044,,B,12,2
17605,,B,12,1
17615,,B,12,1
17631,,B,12,1
17634,,B,12,1
17638,,B,12,1
17645,,B,12,1
12914,,B,12,5
17650,,B,12,1
17656,,B,12,1
18146,,B,12,6
21738,,B,12,2
17671,,B,12,1
17635,,B,12,1
17680,,B,12,1
5832,,B,12,1
17688,,B,12,1
10677,,B,12,1
17689,,B,12,1
17699,,B,12,1
17395,,B,12,1
17710,,B,12,1
17700,,B,12,3
17711,,A,14,2
16589,,B,12,4
14196,,B,12,2
17733,,B,12,1
9641,,B,12,1
17750,,B,12,1
17759,,B,12,1
17766,,B,12,1
17757,,B,12,1
17791,,B,12,1
14720,,B,12,1
17793,,B,12,1
17659,,B,12,1
17808,,B,12,1
17767,,B,12,2
17849,,B,12,1
19131,,B,12,1
17867,,B,12,1
17050,,B,12,1
17915,,B,12,1
16478,,B,12,1
17942,,A,14,3
11201,,B,12,4
17332,,B,12,6
17955,,B,12,1
14805,,B,12,1
17964,,B,12,1
17971,,B,12,1
15839,,B,12,2
17200,,B,12,1
10719,,B,12,2
18036,,B,12,1
18037,,B,12,1
8950,,A,14,6
17780,,B,12,1
18086,,B,12,1
17520,,B,12,3
18110,,B,12,37
18102,,B,12,1
17640,,B,12,1
18128,,B,12,1
18129,,B,12,2
18147,,B,12,1
18112,,B,12,1
18149,,B,12,1
19016,,B,12,1
18087,,A,14,2
18151,,B,12,4
3620,,B,12,1
18117,,B,12,1
18160,,B,12,1
12732,,B,12,1
18164,,B,12,1
17109,,B,12,2
18214,,B,12,1
18234,,B,12,1
1923,,B,12,1
18262,,B,12,5
8790,,B,12,1
7176,,B,12,4
18877,,B,12,5
18302,,B,12,1
18319,,B,12,1
18299,,B,12,2
18328,,B,12,1
18338,,B,12,1
18335,,B,12,1
18369,,B,12,1
764,,A,14,4
18378,,B,12,2
18381,,A,14,2
18383,,B,12,1
18373,,B,12,4
12345,,B,12,3
18400,,B,12,5
5664,,J,34,2
18487,,B,12,1
18480,,B,12,1
18497,,B,12,1
18527,,B,12,1
10039,,B,12,1
18539,,B,12,2
2579,,B,12,1
18352,,B,12,1
6461,,B,12,1
4124,,B,12,1
17445,,B,12,1
18681,,B,12,2
18207,,B,12,1
18716,,B,12,1
18490,,B,12,1
18784,,B,12,1
18817,,B,12,1
14453,,B,12,1
18827,,B,12,1
15880,,B,12,1
18834,,B,12,1
18807,,B,12,1
18837,,B,12,1
10887,,B,12,1
17812,,B,12,1
14131,,B,12,1
18902,,B,12,1
18908,,B,12,1
222,,B,12,2
4030,,B,12,1
18951,,B,12,3
18956,,C,7,2
18964,,B,12,1
18379,,B,12,1
18986,,B,12,1
4644,,B,12,1
4374,,B,12,2
12174,,B,12,1
14713,,B,12,1
123,,B,12,2
16732,,B,12,1
8184,,B,12,4
19006,,B,12,1
19036,,B,12,1
19058,,A,14,2
17743,,B,12,1
19014,,B,12,1
19072,,B,12,1
12906,,B,12,1
81,,B,12,1
17740,,B,12,2247
19110,,B,12,3
17824,,B,12,1
16827,,B,12,1
19147,,B,12,1
423,,B,12,27
19149,,B,12,1
18384,,B,12,1
19153,,B,12,1
15532,,B,12,1
19160,,B,12,3
19003,,B,12,3
5065,,B,12,1
12128,,B,12,1
19172,,B,12,2
19191,,B,12,1
19192,,B,12,2
19209,,B,12,1
12812,,B,12,2
18135,,B,12,2
17949,,B,12,1
19201,,B,12,1
19226,,B,12,2
19232,,B,12,1
19188,,A,14,5
19272,,B,12,1
17410,,B,12,2
19200,,B,12,1
19259,,B,12,3
19275,,B,12,1
19292,,B,12,1
19271,,B,12,2
19315,,B,12,1
12891,,B,12,1
19325,,B,12,1
19187,,B,12,1
19342,,B,12,1
19346,,B,12,1
18853,,A,14,2
19366,,B,12,1
16689,,B,12,1
19370,,B,12,3
19402,,B,12,1
19406,,B,12,1
19407,,B,12,1
17341,,B,12,4
9265,,B,12,15
139,,B,12,2
19425,,B,12,2
19434,,B,12,1
19468,,B,12,2
9263,,B,12,27
19469,,B,12,3
1102,,B,12,1
188,,B,12,1
19476,,B,12,1
19486,,B,12,1
19511,,B,12,1
19518,,B,12,1
18893,,B,12,1
19537,,B,12,1
19547,,B,12,1
19553,,B,12,1
19549,,B,12,2
19580,,B,12,1
16599,,B,12,1
19546,,B,12,1
17992,,B,12,1
19624,,B,12,1
19124,,A,14,2
19640,,B,12,1
19629,,B,12,1
14385,,B,12,1
19663,,B,12,1
19657,,B,12,1
19709,,B,12,1
19708,,B,12,1
19699,,B,12,1
19739,,B,12,1
19720,,B,12,1
19730,,B,12,7
15169,,B,12,1
1625,,B,12,1
23786,,B,12,1
19791,,B,12,5
19757,,B,12,2
19809,,B,12,1
19825,,B,12,1
19828,,B,12,1
19611,,B,12,1
18077,,B,12,5
20803,,B,12,2
19858,,B,12,1
19857,,B,12,4
19885,,B,12,1
19901,,B,12,1
19916,,B,12,1
7541,,B,12,1
19938,,A,14,6
19935,,B,12,1
19931,,B,12,1
13181,,B,12,2
19983,,B,12,1
17741,,B,12,754
20008,,B,12,1
19998,,B,12,1
20006,,B,12,1
859,,A,14,3
20029,,A,14,2
20038,,B,12,1
20007,,B,12,1
2789,,B,12,1
20558,,B,12,2
20079,,B,12,1
19775,,B,12,1
20115,,B,12,1
20005,,B,12,1
20118,,B,12,1
20137,,B,12,1
20139,,B,12,1
20156,,B,12,1
20174,,B,12,1
9530,,B,12,1
18130,,A,14,17
13763,,B,12,1
5158,,B,12,1
20234,,B,12,1
20236,,B,12,1
21800,,B,12,2
20238,,B,12,1
20256,,B,12,1
20251,,B,12,1
20112,,B,12,2
20304,,B,12,1
20310,,B,12,1
20312,,B,12,2
20329,,B,12,1
8699,,B,12,1
18918,,B,12,1
18719,,B,12,1
20316,,B,12,1
20401,,B,12,1
20044,,B,12,1
20426,,B,12,1
20353,,A,14,3
20442,,B,12,1
20441,,B,12,1
20457,,B,12,1
19768,,B,12,1
23785,,B,12,1
15296,,B,12,2
20482,,B,12,1
11116,,B,12,1
20538,,B,12,1
20557,,B,12,1
20564,,B,12,1
20555,,B,12,1
20570,,B,12,1
20571,,B,12,2
20552,,B,12,2
20579,,B,12,1
20614,,B,12,1
20593,,B,12,2
20356,,A,14,27
3146,,B,12,1
20166,,B,12,3
16916,,B,12,1
17728,,B,12,1
20747,,B,12,1
20732,,B,12,1
20345,,B,12,1
20647,,B,12,3
15930,,B,12,2
20808,,B,12,1
20791,,A,14,2
20812,,B,12,1
20819,,A,14,2
20678,,B,12,1
19940,,B,12,1
20381,,B,12,1
20811,,B,12,1
20760,,B,12,1
14247,,B,12,1
10616,,B,12,1
20469,,B,12,1
20930,,B,12,2
19623,,B,12,2
20949,,B,12,1
20953,,B,12,1
20959,,B,12,1
20951,,B,12,1
15324,,C,7,5
20986,,B,12,1
20992,,B,12,1
20991,,B,12,2
20995,,B,12,1
20999,,B,12,1
18108,,B,12,1
21020,,B,12,2
21044,,B,12,2
21064,,B,12,2
21074,,B,12,1
21090,,B,12,2
21093,,B,12,1
21091,,B,12,1
21085,,B,12,1
16671,,B,12,2
21137,,B,12,1
21133,,B,12,1
20399,,B,12,14
21068,,B,12,1
21153,,B,12,1
21161,,B,12,1
22779,,B,12,1
21173,,B,12,1
21144,,B,12,1
21179,,B,12,1
21188,,B,12,1
21199,,B,12,1
21187,,B,12,1
21194,,B,12,2
13724,,A,14,2
21229,,B,12,1
21269,,B,12,1
21319,,B,12,1
21323,,B,12,2
15845,,B,12,1
21322,,B,12,1
21344,,B,12,2
21346,,B,12,2
16753,,B,12,1
21353,,B,12,1
21341,,B,12,1
21342,,B,12,1
21381,,B,12,1
21335,,B,12,2
18386,,B,12,5
21404,,B,12,1
9383,,B,12,1
21391,,B,12,2
21390,,B,12,1
21429,,B,12,1
21415,,B,12,1
6440,,B,12,1
21385,,B,12,1
21434,,A,14,2
21458,,B,12,1
942,,B,12,1
21445,,B,12,1
21379,,B,12,1
21473,,B,12,1
21493,,B,12,2
21491,,B,12,1
21423,,B,12,4
9547,,B,12,1
21539,,B,12,14
21461,,B,12,1
17729,,B,12,1
10707,,B,12,1
3923,,B,12,2
21594,,B,12,2
21577,,B,12,1
21367,,B,12,1
21629,,B,12,3
21645,,B,12,1
21655,,B,12,2
16625,,B,12,2
21673,,B,12,1
21667,,B,12,2
21547,,B,12,1
15714,,B,12,1
21694,,B,12,1
21696,,B,12,1
20834,,B,12,1
21723,,B,12,1
21054,,B,12,7
21768,,B,12,1
18913,,B,12,1
21819,,B,12,1
21818,,B,12,1
21837,,B,12,1
21872,,B,12,1
21846,,B,12,1
21862,,B,12,1
21896,,B,12,1
21906,,B,12,1
21903,,B,12,1
8998,,B,12,1
21925,,B,12,8
21847,,A,14,2
9000,,B,12,1
21935,,B,12,1
21982,,B,12,1
19079,,B,12,3
22003,,B,12,1
21974,,B,12,1
22010,,B,12,1
22041,,B,12,1
22022,,A,14,6
21985,,B,12,1
7588,,B,12,1
22037,,B,12,4
21993,,B,12,1
22131,,B,12,1
22147,,B,12,1
5705,,B,12,2
4058,,B,12,3
22134,,B,12,1
22167,,B,12,1
22182,,B,12,1
22178,,B,12,1
15492,,B,12,1
22202,,B,12,1
22220,,B,12,1
8930,,B,12,1
22189,,B,12,2
22192,,B,12,1
21170,,B,12,1
22215,,B,12,1
22244,,B,12,1
22267,,B,12,7
22289,,B,12,2
22313,,B,12,2
23545,,B,12,1
22322,,B,12,3
22168,,B,12,1
22331,,B,12,1
11929,,B,12,1
22285,,B,12,2
22361,,B,12,1
22345,,B,12,1
22367,,B,12,1
22363,,B,12,1
22273,,B,12,1
20962,,B,12,1
22307,,B,12,1
22368,,B,12,1
22394,,B,12,2
22387,,B,12,2
22405,,B,12,1
22400,,B,12,1
1280,,A,14,3
22395,,B,12,1
22404,,B,12,1
22303,,B,12,1
5066,,B,12,3
22451,,B,12,1
3057,,B,12,1
22471,,B,12,1
22450,,B,12,1
22468,,B,12,2
11439,,B,12,2
22402,,B,12,1
22467,,B,12,1
22492,,B,12,1
22298,,B,12,1
22542,,B,12,2
22526,,B,12,1
22546,,B,12,2
6314,,B,12,2
21303,,B,12,1
22563,,B,12,1
22579,,B,12,3
21116,,B,12,1
22590,,B,12,1
22601,,B,12,2
22596,,B,12,1
22603,,B,12,1
361,,A,14,2
22617,,B,12,1
22618,,B,12,1
22638,,B,12,2
22664,,B,12,1
20846,,B,12,1
22670,,B,12,1
1990,,B,12,2
20913,,B,12,2
22188,,B,12,1
22651,,B,12,4
22227,,B,12,1
22699,,B,12,2
22701,,B,12,4
22695,,B,12,1
22706,,B,12,1
18391,,A,14,6
22738,,B,12,1
20384,,B,12,1
22723,,B,12,1
22747,,B,12,1
22732,,B,12,1
22745,,B,12,16
22731,,B,12,1
22768,,B,12,2
22759,,B,12,1
22780,,B,12,1
22786,,B,12,1
7305,,B,12,1
22697,,B,12,5
22487,,B,12,4
22819,,B,12,1
20223,,A,14,3
21821,,B,12,1
22860,,B,12,1
22863,,B,12,2
21558,,B,12,1
22877,,B,12,1
