id,Label,modularity_class_str,modularity_class,frecuency
42826,,A,14,1
42825,,A,14,2
38366,,A,14,4
42886,,A,14,1
42909,,A,14,1
42914,,A,14,3
20665,,A,14,1
42159,,A,14,11
42952,,A,14,1
42957,,A,14,1
42962,,A,14,1
10168,,A,14,1
42969,,A,14,2
43011,,A,14,2
43012,,A,14,1
10646,,A,14,2
40219,,A,14,1
43053,,A,14,2
43070,,A,14,1
43082,,A,14,1
43085,,A,14,1
43094,,A,14,1
43097,,A,14,3
43096,,A,14,1
42842,,A,14,2
43113,,A,14,1
43119,,A,14,3
43131,,A,14,1
43136,,A,14,1
43154,,A,14,1
43156,,A,14,1
43160,,A,14,1
43161,,A,14,1
43162,,A,14,1
43163,,A,14,1
41680,,A,14,3
43173,,A,14,7
43175,,A,14,1
43178,,A,14,1
29595,,A,14,2
41706,,A,14,2
4796,,A,14,1
39638,,A,14,4
43300,,A,14,2
7550,,A,14,1
43381,,A,14,1
43468,,A,14,1
43507,,A,14,1
5864,,A,14,1
43610,,A,14,1
43613,,A,14,1
43622,,A,14,2
43648,,A,14,3
43658,,A,14,1
43659,,A,14,2
6179,,A,14,1
43691,,A,14,1
43712,,A,14,1
37596,,A,14,9
5495,,A,14,5
43763,,A,14,1
43772,,A,14,1
43776,,A,14,2
43779,,A,14,1
43677,,A,14,1
43425,,A,14,2
43901,,A,14,1
14603,,A,14,1
43903,,A,14,1
43911,,A,14,1
43929,,A,14,1
37831,,A,14,3
43804,,A,14,2
43802,,A,14,2
43432,,A,14,1
43945,,A,14,1
27047,,A,14,4
37845,,A,14,2
34242,,A,14,1
40300,,A,14,3
43954,,A,14,2
43962,,A,14,2
43978,,A,14,1
40091,,A,14,1
41548,,A,14,1
43981,,A,14,1
43980,,A,14,2
43986,,A,14,3
43950,,A,14,1
43998,,A,14,3
42421,,A,14,1
44004,,A,14,1
44006,,A,14,1
44009,,A,14,1
44010,,A,14,1
27494,,A,14,1
37847,,A,14,1
43590,,A,14,2
44015,,A,14,1
16272,,A,14,1
44019,,A,14,1
44022,,A,14,1
41271,,A,14,4
44041,,A,14,1
40109,,A,14,4
44077,,A,14,1
44091,,A,14,1
44096,,A,14,1
44097,,A,14,3
44100,,A,14,1
44112,,A,14,1
37828,,A,14,1
44123,,A,14,1
43722,,A,14,1
44132,,A,14,1
44131,,A,14,2
44146,,A,14,1
44152,,A,14,1
44162,,A,14,1
44177,,A,14,1
44173,,A,14,3
42635,,A,14,2
21740,,A,14,1
12382,,A,14,1
44212,,A,14,2
14451,,A,14,3
17588,,A,14,11
44209,,A,14,2
42918,,A,14,1
44217,,A,14,1
28990,,A,14,1
44027,,A,14,1
43908,,A,14,2
44284,,A,14,1
44286,,A,14,1
44285,,A,14,1
37834,,A,14,2
15807,,A,14,1
44302,,A,14,1
15950,,A,14,1
44325,,A,14,2
19095,,A,14,1
44337,,A,14,1
44352,,A,14,1
44353,,A,14,2
44067,,A,14,1
44374,,A,14,1
44414,,A,14,1
44434,,A,14,1
44441,,A,14,1
44424,,A,14,1
44474,,A,14,1
44502,,A,14,1
44511,,A,14,1
12938,,A,14,1
35662,,A,14,1
25612,,A,14,1
40700,,A,14,3
44523,,A,14,1
44529,,A,14,1
44542,,A,14,1
44551,,A,14,1
44329,,A,14,1
44580,,A,14,1
44581,,A,14,1
25053,,A,14,1
44579,,A,14,1
44615,,A,14,1
44620,,A,14,1
44632,,A,14,1
44566,,A,14,1
44666,,A,14,1
44670,,A,14,1
44606,,A,14,1
44683,,A,14,2
44524,,A,14,1
44704,,A,14,1
44710,,A,14,1
44711,,A,14,1
20919,,A,14,1
44739,,A,14,1
44747,,A,14,2
27733,,A,14,1
44759,,A,14,1
44251,,A,14,1
44782,,A,14,1
44784,,A,14,1
17922,,A,14,1
44789,,A,14,1
44792,,A,14,1
9443,,D,33,14
44806,,A,14,1
19057,,A,14,1
44807,,A,14,1
44824,,A,14,1
44818,,A,14,1
44822,,A,14,1
44843,,A,14,2
29730,,A,14,1
37838,,A,14,2
37839,,A,14,1
44871,,A,14,1
16109,,A,14,1
12108,,A,14,5
44937,,A,14,1
18011,,A,14,1
45015,,A,14,1
15947,,A,14,1
32024,,A,14,1
45076,,A,14,1
45074,,A,14,1
45093,,A,14,1
45112,,A,14,1
15861,,A,14,1
45143,,A,14,1
45149,,A,14,1
38165,,A,14,3
7533,,A,14,1
45216,,A,14,1
45223,,A,14,1
41479,,A,14,1
45227,,A,14,1
18802,,A,14,1
24810,,A,14,6
44057,,A,14,7
45273,,A,14,1
6715,,A,14,1
45298,,A,14,1
45356,,A,14,1
45378,,A,14,1
44701,,A,14,4
45406,,A,14,1
45397,,A,14,1
43925,,A,14,2
44833,,A,14,2
45054,,A,14,1
44874,,A,14,1
44554,,A,14,2
38402,,A,14,1
45352,,A,14,1
17795,,A,14,4
38761,,A,14,1
45490,,A,14,10
45515,,A,14,1
45518,,A,14,1
45524,,A,14,1
45501,,A,14,1
45532,,A,14,1
45533,,A,14,1
45534,,A,14,1
45537,,A,14,1
45503,,A,14,1
45541,,A,14,4
45542,,A,14,2
45545,,A,14,1
45550,,A,14,1
45549,,A,14,1
45559,,A,14,3
45560,,A,14,1
45561,,A,14,1
44184,,A,14,1
45535,,A,14,1
45581,,A,14,1
45583,,A,14,2
45585,,A,14,3
45597,,A,14,1
45599,,A,14,1
36388,,A,14,2
42960,,A,14,1
45608,,A,14,1
45618,,A,14,1
45622,,A,14,1
45629,,A,14,1
39940,,A,14,13
34891,,A,14,2
45636,,A,14,1
5132,,A,14,4
45651,,A,14,1
26976,,A,14,1
45662,,A,14,1
45664,,A,14,3
45668,,A,14,1
45672,,A,14,2
45677,,A,14,3
45689,,A,14,2
45695,,A,14,3
45699,,A,14,2
45701,,A,14,1
45704,,A,14,1
45710,,A,14,1
4217,,A,14,1
39682,,A,14,2
20370,,A,14,3
25509,,A,14,3
10386,,A,14,4
18008,,A,14,1
45646,,A,14,4
16031,,A,14,2
45838,,A,14,1
45283,,A,14,1
44771,,A,14,3
34252,,A,14,1
39397,,A,14,3
45692,,A,14,2
24988,,A,14,1
45942,,A,14,1
45941,,A,14,1
45958,,A,14,2
45969,,A,14,3
44458,,A,14,8
37097,,A,14,78
45977,,A,14,1
45979,,A,14,1
45197,,A,14,4
25507,,A,14,1
46042,,A,14,1
45351,,A,14,1
45482,,A,14,3
46054,,A,14,3
46051,,A,14,3
46057,,A,14,6
46062,,A,14,3
21154,,A,14,2
20965,,A,14,3
25635,,A,14,3
46130,,A,14,3
46126,,A,14,3
19684,,A,14,4
36588,,Q,13,17
bcn-contra-soledat,bcn-contra-soledat,Q,13,28
30333,,Q,13,4
46776,,Q,13,9
349,,A,14,2
PressupostosParticipatius,PressupostosParticipatius,A,14,5437
36843,,A,14,2
36850,,A,14,1
36860,,A,14,1
27945,,A,14,2
36874,,A,14,3
36880,,A,14,1
36891,,A,14,9
36846,,A,14,20
36899,,A,14,1
27199,,A,14,1
36886,,A,14,1
36914,,A,14,5
36932,,A,14,1
35410,,A,14,3
3870,,A,14,2
36957,,A,14,1
36976,,A,14,1
25405,,A,14,3
17842,,A,14,1
36991,,A,14,33
36999,,A,14,1
8877,,A,14,2
37003,,A,14,1
36907,,A,14,6
37022,,A,14,1
37021,,A,14,1
12798,,A,14,3
37029,,A,14,1
28162,,A,14,13
27501,,A,14,2
36887,,A,14,3
209,,A,14,15
37041,,A,14,1
37046,,A,14,1
37057,,A,14,4
36922,,A,14,15
36844,,A,14,1
37027,,A,14,3
37063,,A,14,1
37079,,A,14,1
36900,,A,14,1
37084,,A,14,1
37083,,A,14,1
37085,,A,14,1
37089,,A,14,2
37094,,A,14,1
36986,,A,14,3
37072,,A,14,1
37118,,A,14,2
36820,,A,14,14
37062,,A,14,2
37131,,A,14,2
36547,,A,14,18
37133,,A,14,1
37138,,A,14,4
37139,,A,14,2
37140,,A,14,1
1201,,A,14,3
36990,,A,14,4
37146,,A,14,1
8834,,A,14,1
37157,,A,14,1
11403,,A,14,11
37164,,A,14,1
37167,,A,14,1
37171,,A,14,1
37173,,A,14,1
37174,,A,14,1
37184,,A,14,1
37186,,A,14,1
7238,,A,14,2
37195,,A,14,1
36895,,A,14,1
37204,,A,14,1
37211,,A,14,1
37230,,A,14,2
37231,,A,14,1
37234,,A,14,1
37242,,A,14,1
37240,,A,14,1
37243,,A,14,1
37247,,A,14,1
37248,,A,14,1
37252,,A,14,2
37280,,A,14,1
37287,,A,14,1
37303,,A,14,1
37306,,A,14,2
37310,,A,14,1
37318,,A,14,1
37319,,A,14,1
37015,,A,14,9
37325,,A,14,1
37326,,A,14,1
37333,,A,14,1
37334,,A,14,2
37261,,A,14,1
37336,,A,14,1
37338,,A,14,1
37339,,A,14,1
37341,,A,14,2
37340,,A,14,1
37342,,A,14,1
37346,,A,14,1
24672,,A,14,1
37348,,A,14,1
37370,,A,14,1
37373,,A,14,1
37053,,A,14,2
37383,,A,14,1
37385,,A,14,1
37286,,A,14,2
37398,,A,14,1
37402,,A,14,1
36800,,A,14,3
37412,,A,14,1
37410,,A,14,1
37432,,A,14,1
37444,,A,14,2
36966,,A,14,1
37324,,A,14,3
37455,,A,14,1
37010,,A,14,1
37459,,A,14,1
37464,,A,14,1
37472,,A,14,1
24332,,A,14,1
37477,,A,14,1
37479,,A,14,2
37098,,A,14,4
37508,,A,14,2
31043,,A,14,2
37520,,A,14,1
37524,,A,14,1
14978,,A,14,6
37531,,A,14,1
37536,,A,14,1
36978,,A,14,1
37538,,A,14,1
37544,,A,14,1
37547,,A,14,1
37548,,A,14,1
37570,,A,14,2
21483,,A,14,9
37598,,A,14,1
37591,,A,14,1
37605,,A,14,1
37608,,A,14,1
154,,A,14,1
37615,,A,14,1
37600,,A,14,1
37518,,A,14,1
37485,,A,14,2
37633,,A,14,2
9473,,A,14,2
37656,,A,14,2
37665,,A,14,1
24480,,A,14,1
37674,,A,14,1
25721,,A,14,2
28787,,A,14,2
37705,,A,14,2
37440,,A,14,1
29663,,A,14,1
37718,,A,14,1
37415,,A,14,2
26710,,A,14,3
36646,,A,14,2
37741,,A,14,1
37553,,A,14,1
8468,,A,14,1
37772,,A,14,1
37723,,A,14,1
35292,,A,14,6
37805,,A,14,2
37811,,A,14,1
37540,,A,14,1
37855,,A,14,1
37872,,A,14,1
37873,,A,14,1
37876,,A,14,2
37875,,A,14,7
37877,,A,14,4
2271,,A,14,1
8753,,A,14,1
26255,,A,14,2
37901,,A,14,1
37320,,A,14,1
9214,,A,14,1
37902,,A,14,1
36918,,A,14,1
11153,,A,14,2
37928,,A,14,1
37935,,A,14,1
37937,,A,14,1
37939,,A,14,3
37944,,A,14,2
35459,,A,14,4
37953,,A,14,1
37956,,A,14,1
7671,,A,14,1
37960,,A,14,2
34592,,A,14,1
34109,,A,14,19
37870,,A,14,1
37988,,A,14,3
14644,,A,14,2
37991,,A,14,1
38003,,A,14,1
443,,A,14,1
38011,,A,14,1
5887,,A,14,3
30252,,A,14,1
37817,,A,14,1
29905,,A,14,4
37764,,A,14,1
37769,,A,14,2
8860,,A,14,3
37425,,A,14,5
38048,,A,14,2
15910,,A,14,1
25573,,A,14,2
38067,,A,14,3
38074,,A,14,1
37970,,A,14,1
36654,,A,14,3
20162,,A,14,2
38097,,A,14,1
38123,,A,14,1
37626,,A,14,1
36894,,A,14,1
28789,,A,14,4
38139,,A,14,1
38147,,A,14,5
38144,,A,14,1
38081,,A,14,1
38151,,A,14,1
12553,,A,14,5
38121,,A,14,1
38183,,A,14,1
2081,,A,14,1
38196,,A,14,3
37980,,A,14,2
38207,,A,14,1
38208,,A,14,2
38211,,A,14,1
30374,,A,14,5
37019,,A,14,1
38224,,A,14,1
38162,,A,14,7
38237,,A,14,4
38240,,A,14,2
28507,,A,14,1
38258,,A,14,2
38285,,A,14,1
28847,,A,14,4
26733,,A,14,1
38293,,A,14,1
38068,,A,14,1
9427,,A,14,2
36930,,A,14,1
38311,,A,14,1
38312,,A,14,1
38314,,A,14,1
38315,,A,14,1
25056,,A,14,1
38337,,A,14,4
16638,,A,14,1
38341,,A,14,1
38340,,A,14,1
38342,,A,14,1
38343,,A,14,1
38344,,A,14,1
38345,,A,14,1
38346,,A,14,1
38347,,A,14,1
38350,,A,14,1
38353,,A,14,1
23797,,A,14,11
38356,,A,14,1
38359,,A,14,1
38363,,A,14,1
38180,,A,14,1
38370,,A,14,1
24923,,A,14,1
9238,,A,14,1
38108,,A,14,1
38445,,A,14,3
38489,,A,14,1
38385,,A,14,1
35417,,A,14,1
38501,,A,14,1
38506,,A,14,2
38511,,A,14,1
36980,,A,14,1
38529,,A,14,1
38532,,A,14,2
38536,,A,14,1
38009,,A,14,1
38538,,A,14,1
38545,,A,14,2
36847,,A,14,3
36969,,A,14,16
38550,,A,14,3
37109,,A,14,1
38554,,A,14,1
38555,,A,14,1
38560,,A,14,1
38460,,A,14,9
38567,,A,14,1
38565,,A,14,1
38573,,A,14,1
38569,,A,14,3
2504,,A,14,1
36992,,A,14,2
38585,,A,14,1
38583,,A,14,1
38558,,A,14,3
38601,,A,14,1
38604,,A,14,1
37489,,A,14,1
7273,,A,14,1
38641,,A,14,1
38645,,A,14,1
38638,,A,14,1
36576,,A,14,88
38653,,A,14,2
38654,,A,14,1
5245,,A,14,1
38661,,A,14,1
38663,,A,14,1
38662,,A,14,1
38664,,A,14,1
26223,,A,14,1
38669,,A,14,2
38679,,A,14,1
1988,,A,14,1
38673,,A,14,1
38686,,A,14,1
38689,,A,14,1
11952,,A,14,1
184,,A,14,6
38694,,A,14,2
36579,,A,14,25
38708,,A,14,1
38514,,A,14,2
34831,,A,14,2
38720,,A,14,2
38715,,A,14,1
38723,,A,14,1
35411,,A,14,1
38726,,A,14,1
38725,,A,14,1
38727,,A,14,1
38735,,A,14,1
38732,,A,14,1
38736,,A,14,1
38737,,A,14,1
38741,,A,14,1
11701,,A,14,1
18494,,A,14,1
38215,,A,14,1
38745,,A,14,1
38750,,A,14,2
38753,,A,14,1
38756,,A,14,1
38754,,A,14,2
38763,,A,14,1
38759,,A,14,1
38764,,A,14,1
38766,,A,14,1
38634,,A,14,1
38769,,A,14,1
38774,,A,14,1
38776,,A,14,1
38775,,A,14,1
32785,,A,14,1
38783,,A,14,1
36683,,A,14,11
2039,,A,14,5
38181,,A,14,1
38802,,A,14,1
36583,,A,14,11
38807,,A,14,4
38822,,A,14,1
38826,,A,14,1
17891,,A,14,1
38797,,A,14,3
38847,,A,14,1
38848,,A,14,1
29104,,A,14,1
38841,,A,14,1
38850,,A,14,4
38852,,A,14,1
38853,,A,14,1
38854,,A,14,1
34477,,A,14,2
38855,,A,14,3
38870,,A,14,1
17128,,A,14,1
38871,,A,14,1
38873,,A,14,1
38874,,A,14,1
38762,,A,14,2
38884,,A,14,1
38887,,A,14,1
38888,,A,14,1
38892,,A,14,1
38298,,A,14,1
38897,,A,14,7
38899,,A,14,1
38901,,A,14,1
36963,,A,14,6
38910,,A,14,1
213,,A,14,1
38918,,A,14,1
38925,,A,14,1
38282,,A,14,1
38929,,A,14,1
38927,,A,14,1
38932,,A,14,1
38938,,A,14,1
38939,,A,14,1
38949,,A,14,2
38953,,A,14,1
38956,,A,14,1
37108,,A,14,1
38960,,A,14,1
38964,,A,14,1
34102,,A,14,6
38969,,A,14,1
38967,,A,14,2
38278,,A,14,1
31993,,A,14,1
28684,,A,14,3
38982,,A,14,2
38985,,A,14,1
38987,,A,14,1
39001,,A,14,1
39013,,A,14,3
39009,,A,14,2
38670,,A,14,1
39031,,A,14,1
39035,,A,14,1
39036,,A,14,2
39054,,A,14,3
39058,,A,14,1
36562,,A,14,16
13559,,A,14,1
39073,,A,14,2
39077,,A,14,2
29725,,A,14,1
39083,,A,14,1
39081,,A,14,2
30501,,A,14,1
39090,,A,14,1
38683,,A,14,1
38907,,A,14,1
18131,,A,14,1
36521,,A,14,4
38383,,A,14,1
39162,,A,14,1
39176,,A,14,1
6282,,A,14,1
38124,,A,14,1
39069,,A,14,2
34852,,A,14,1
39223,,A,14,2
39226,,A,14,1
39228,,A,14,1
39245,,A,14,3
39266,,A,14,2
38414,,A,14,6
38499,,A,14,1
21766,,A,14,7
38063,,A,14,2
39350,,A,14,4
39347,,A,14,10
17194,,A,14,1
39354,,A,14,1
39359,,A,14,1
38390,,A,14,1
2894,,A,14,1
35557,,A,14,1
2975,,A,14,1
28126,,A,14,2
39387,,A,14,2
39398,,A,14,1
39400,,A,14,1
39404,,A,14,1
39411,,A,14,1
39352,,A,14,1
39422,,A,14,1
39430,,A,14,2
39448,,A,14,1
39393,,A,14,1
39452,,A,14,6
1129,,A,14,2
37515,,A,14,2
39483,,A,14,2
39487,,A,14,1
39488,,A,14,1
39496,,A,14,2
39499,,A,14,1
39504,,A,14,2
38103,,A,14,1
39506,,A,14,1
9799,,A,14,1
39512,,A,14,1
39513,,A,14,1
39515,,A,14,1
39518,,A,14,1
39529,,A,14,1
39377,,A,14,2
39531,,A,14,1
37952,,A,14,1
39546,,A,14,1
39547,,A,14,1
26008,,A,14,1
3753,,A,14,1
27576,,A,14,2
28378,,A,14,1
39599,,A,14,1
39602,,A,14,1
39606,,A,14,1
39613,,A,14,1
39629,,A,14,4
38921,,A,14,1
39643,,A,14,1
39650,,A,14,1
39651,,A,14,1
39407,,A,14,1
39673,,A,14,1
18010,,A,14,3
37968,,A,14,4
39693,,A,14,1
39703,,A,14,1
39705,,A,14,1
39710,,A,14,1
39752,,A,14,1
39763,,A,14,1
38008,,A,14,1
36537,,A,14,2
39782,,A,14,2
39781,,A,14,2
39783,,A,14,1
39792,,A,14,1
37031,,A,14,2
39827,,A,14,3
39466,,A,14,1
39878,,A,14,3
39672,,A,14,22
39887,,A,14,1
37143,,A,14,4
39899,,A,14,1
39788,,A,14,4
39927,,A,14,1
3532,,A,14,1
39943,,A,14,1
39957,,A,14,8
39523,,A,14,1
39910,,A,14,1
39893,,A,14,1
39963,,A,14,1
39969,,A,14,2
39973,,A,14,1
39974,,A,14,1
39978,,A,14,1
39977,,A,14,2
37038,,A,14,2
39907,,A,14,2
39989,,A,14,1
39520,,A,14,1
39996,,A,14,1
39999,,A,14,1
40000,,A,14,1
40009,,A,14,1
40011,,A,14,2
40012,,A,14,1
39195,,A,14,2
38184,,A,14,1
40015,,A,14,1
38188,,A,14,2
40029,,A,14,1
40030,,A,14,1
33387,,A,14,1
40025,,A,14,1
39883,,A,14,2
40033,,A,14,1
35455,,A,14,1
40035,,A,14,2
40037,,A,14,2
40036,,A,14,2
40066,,A,14,2
40068,,A,14,1
36407,,A,14,1
37273,,A,14,1
40078,,A,14,1
38309,,A,14,1
40088,,A,14,1
39676,,A,14,1
34148,,A,14,2
847,,A,14,6
40119,,A,14,1
30092,,A,14,2
29923,,A,14,16
40129,,A,14,1
40135,,A,14,1
40147,,A,14,1
19710,,A,14,1
39905,,A,14,3
18832,,A,14,1
5258,,A,14,1
38106,,A,14,1
40182,,A,14,1
37376,,A,14,1
38113,,A,14,1
40210,,A,14,1
40217,,A,14,1
40042,,A,14,1
28149,,A,14,1
40241,,A,14,1
4842,,A,14,3
40249,,A,14,1
40055,,A,14,1
40258,,A,14,1
29266,,A,14,20
40261,,A,14,3
40271,,A,14,2
5646,,A,14,6
40284,,A,14,1
40285,,A,14,1
27288,,A,14,4
40319,,A,14,1
38369,,A,14,2
40317,,A,14,5
40323,,A,14,1
36551,,A,14,1
36631,,A,14,3
25093,,A,14,1
40365,,A,14,1
40370,,A,14,1
26506,,A,14,1
40400,,A,14,2
40424,,A,14,1
38700,,A,14,3
38695,,A,14,3
40426,,A,14,1
38706,,A,14,3
38698,,A,14,3
40440,,A,14,1
40443,,A,14,1
40448,,A,14,4
40450,,A,14,1
40460,,A,14,1
40438,,A,14,3
40471,,A,14,1
40476,,A,14,1
40478,,A,14,3
16479,,A,14,1
40496,,A,14,3
40420,,A,14,1
36641,,A,14,10
39074,,A,14,2
40521,,A,14,1
40523,,A,14,1
40536,,A,14,7
40204,,A,14,10
40069,,A,14,2
40539,,A,14,1
40546,,A,14,1
39441,,A,14,1
40552,,A,14,1
38697,,A,14,8
40563,,A,14,1
40565,,A,14,1
40566,,A,14,1
9003,,A,14,1
40570,,A,14,4
40571,,A,14,3
36693,,A,14,5
40573,,A,14,1
37036,,A,14,1
40509,,A,14,1
36733,,A,14,3
40604,,A,14,16
40387,,A,14,3
20529,,A,14,1
40624,,A,14,1
40636,,A,14,1
40660,,A,14,1
40673,,A,14,1
40674,,A,14,1
40675,,A,14,1
40683,,A,14,1
38544,,A,14,2
40742,,A,14,2
40745,,A,14,1
40669,,A,14,1
40757,,A,14,1
34510,,A,14,1
40774,,A,14,1
40787,,A,14,2
40785,,A,14,1
40788,,A,14,1
40790,,A,14,1
40792,,A,14,1
40666,,A,14,1
40799,,A,14,1
38900,,A,14,1
40808,,A,14,1
40814,,A,14,1
40851,,A,14,1
40855,,A,14,1
40868,,A,14,1
40917,,A,14,1
40953,,A,14,1
39959,,A,14,1
40978,,A,14,1
40980,,A,14,1
40981,,A,14,1
14878,,A,14,1
40987,,A,14,1
40992,,A,14,1
40979,,A,14,1
15194,,A,14,2
41024,,A,14,1
41025,,A,14,1
41026,,A,14,1
2968,,A,14,2
29362,,A,14,1
3020,,A,14,12
21466,,A,14,1
41054,,A,14,2
41060,,A,14,1
41070,,A,14,1
40746,,A,14,1
1257,,A,14,1
41078,,A,14,3
25492,,A,14,1
41103,,A,14,1
35461,,A,14,2
41111,,A,14,1
41115,,A,14,1
10291,,A,14,1
12216,,A,14,2
40853,,A,14,1
26556,,A,14,47
4584,,A,14,4
41120,,A,14,1
40779,,A,14,6
18340,,A,14,1
23054,,A,14,5
41206,,A,14,2
41225,,A,14,1
39119,,A,14,2
40608,,A,14,1
41286,,A,14,1
38034,,A,14,1
40112,,A,14,1
28184,,A,14,1
41317,,A,14,1
41320,,A,14,1
41321,,A,14,1
41323,,A,14,1
41326,,A,14,1
41337,,A,14,1
4053,,A,14,1
41354,,A,14,1
39909,,A,14,1
41363,,A,14,4
41366,,A,14,1
11763,,A,14,4
41370,,A,14,2
3542,,A,14,1
41382,,A,14,1
41384,,A,14,1
41399,,A,14,1
41401,,A,14,1
41403,,A,14,1
40841,,A,14,1
26413,,A,14,13
41414,,A,14,1
41416,,A,14,1
41420,,A,14,1
41422,,A,14,1
41423,,A,14,1
39652,,A,14,1
37604,,A,14,1
41441,,A,14,2
34300,,A,14,12
14261,,A,14,3
41463,,A,14,1
41474,,A,14,4
37367,,A,14,1
41488,,A,14,1
41492,,A,14,1
41495,,A,14,1
38283,,A,14,8
26911,,A,14,6
41515,,A,14,2
10484,,A,14,1
41612,,A,14,1
36077,,A,14,1
41621,,A,14,1
41631,,A,14,1
41762,,A,14,1
41765,,A,14,1
41410,,A,14,2
15945,,A,14,1
41978,,A,14,1
41806,,A,14,1
41979,,A,14,1
41980,,A,14,1
41981,,A,14,2
40595,,A,14,6
41983,,A,14,1
41984,,A,14,1
41986,,A,14,1
41988,,A,14,1
41989,,A,14,1
41995,,A,14,1
42020,,A,14,1
36616,,A,14,5
42098,,A,14,1
42102,,A,14,1
42113,,A,14,1
42114,,A,14,1
42168,,A,14,1
42231,,A,14,2
42275,,A,14,2
37407,,A,14,1
39839,,A,14,1
42304,,A,14,1
41791,,A,14,1
42432,,A,14,1
42464,,A,14,1
42482,,A,14,1
42485,,A,14,1
42478,,A,14,1
3905,,A,14,3
42506,,A,14,1
42513,,A,14,1
42522,,A,14,1
2061,,A,14,1
42542,,A,14,1
42549,,A,14,1
42550,,A,14,1
42551,,A,14,1
42553,,A,14,1
42552,,A,14,1
42571,,A,14,1
40292,,A,14,1
42584,,A,14,1
15555,,A,14,1
42778,,A,14,1
42780,,A,14,1
42833,,A,14,1
42836,,A,14,1
42856,,A,14,2
42864,,A,14,1
18272,,A,14,1
42961,,A,14,1
38922,,A,14,5
42964,,A,14,1
42966,,A,14,2
37228,,A,14,1
43016,,A,14,1
43020,,A,14,1
9610,,A,14,3
43029,,A,14,4
43031,,A,14,2
43025,,A,14,1
43032,,A,14,2
43026,,A,14,2
43030,,A,14,1
43034,,A,14,1
43035,,A,14,1
12439,,A,14,2
43040,,A,14,1
43041,,A,14,1
43043,,A,14,2
43044,,A,14,2
43045,,A,14,1
43027,,A,14,2
43050,,A,14,2
43052,,A,14,2
43049,,A,14,1
43048,,A,14,2
43047,,A,14,2
43051,,A,14,1
43056,,A,14,2
43054,,A,14,1
43058,,A,14,2
43060,,A,14,2
43059,,A,14,2
43046,,A,14,1
43061,,A,14,1
43062,,A,14,2
43063,,A,14,4
43064,,A,14,2
43066,,A,14,1
43069,,A,14,2
43086,,A,14,2
43091,,A,14,2
43095,,A,14,2
43101,,A,14,1
43106,,A,14,1
43111,,A,14,1
43114,,A,14,2
43118,,A,14,1
43124,,A,14,9
36869,,A,14,8
43142,,A,14,1
43148,,A,14,1
43147,,A,14,2
42656,,A,14,1
43150,,A,14,1
43158,,A,14,2
43159,,A,14,2
43164,,A,14,1
43166,,A,14,1
43167,,A,14,1
43169,,A,14,1
43168,,A,14,1
43180,,A,14,1
43181,,A,14,1
43185,,A,14,1
43184,,A,14,1
43187,,A,14,1
43196,,A,14,1
43197,,A,14,1
43200,,A,14,1
43203,,A,14,1
43210,,A,14,1
16862,,A,14,2
43214,,A,14,1
43208,,A,14,2
43231,,A,14,2
43234,,A,14,2
43235,,A,14,2
43099,,A,14,1
43240,,A,14,1
43242,,A,14,1
42022,,A,14,1
41714,,A,14,1
41667,,A,14,1
41669,,A,14,1
41661,,A,14,1
36783,,A,14,2
43243,,A,14,1
43244,,A,14,1
43245,,A,14,1
41703,,A,14,1
43248,,A,14,1
43251,,A,14,1
43249,,A,14,1
41684,,A,14,1
41695,,A,14,1
41732,,A,14,1
43250,,A,14,1
41715,,A,14,1
43254,,A,14,1
43258,,A,14,2
43260,,A,14,1
43261,,A,14,1
43246,,A,14,1
15746,,A,14,3
43265,,A,14,1
43079,,A,14,3
43263,,A,14,2
43253,,A,14,1
43264,,A,14,1
41663,,A,14,1
43268,,A,14,1
43269,,A,14,1
41660,,A,14,1
43270,,A,14,1
42072,,A,14,1
43271,,A,14,1
43277,,A,14,1
43274,,A,14,2
43276,,A,14,1
43259,,A,14,1
41716,,A,14,1
43289,,A,14,1
41719,,A,14,2
43282,,A,14,1
29597,,A,14,1
41757,,A,14,1
41675,,A,14,1
43294,,A,14,1
41718,,A,14,1
41699,,A,14,1
43302,,A,14,1
43304,,A,14,1
43303,,A,14,1
43145,,A,14,1
41773,,A,14,1
41816,,A,14,1
43146,,A,14,1
43308,,A,14,1
42085,,A,14,1
43174,,A,14,1
43312,,A,14,1
43316,,A,14,1
43324,,A,14,1
43326,,A,14,1
43329,,A,14,1
43327,,A,14,1
43332,,A,14,1
43155,,A,14,1
43334,,A,14,1
43338,,A,14,1
43342,,A,14,2
43336,,A,14,1
43343,,A,14,1
43341,,A,14,1
43348,,A,14,2
43347,,A,14,1
43353,,A,14,1
43355,,A,14,1
43372,,A,14,1
19317,,A,14,1
43374,,A,14,1
43375,,A,14,1
43385,,A,14,1
43388,,A,14,1
43310,,A,14,1
43391,,A,14,1
41770,,A,14,1
43396,,A,14,2
43463,,A,14,1
43465,,A,14,1
43466,,A,14,1
43467,,A,14,1
43474,,A,14,1
41749,,A,14,1
43472,,A,14,1
43492,,A,14,5
43177,,A,14,1
43516,,A,14,1
43521,,A,14,1
43522,,A,14,1
43526,,A,14,1
43528,,A,14,2
43539,,A,14,1
43546,,A,14,1
43552,,A,14,1
43551,,A,14,1
43305,,A,14,2
43562,,A,14,7
4549,,A,14,1
43604,,A,14,1
36984,,A,14,1
36897,,A,14,1
28925,,A,14,1
1651,,A,14,1
43612,,A,14,1
6669,,A,14,1
